User_ID,Tenure_Months,Monthly_Charges_USD,Total_Charges_USD,Support_Tickets,Daily_Active_Hours,Plan_Type,Contract_Type,Churn
USR-20781,9,258.37,2325.65,4,1.8,Pro,Two Year,1
USR-20782,28,99.47,2596.27,3,0.3,Basic,Two Year,0
USR-20783,26,73.13,1883.69,7,2.0,Pro,Month-to-Month,1
USR-20784,16,279.19,4430.08,7,2.1,Basic,Month-to-Month,0
USR-20785,47,196.19,9136.29,0,5.8,Pro,Month-to-Month,0
USR-20786,7,285.85,2069.53,1,5.0,Pro,Month-to-Month,0
USR-20787,20,165.55,3383.93,0,1.4,Basic,One Year,0
USR-20788,20,128.88,2637.1,0,1.0,Basic,Month-to-Month,0
USR-20789,24,149.21,3495.05,2,0.5,Basic,Month-to-Month,0
USR-20790,17,82.39,1302.88,5,1.1,Basic,One Year,0
USR-20791,6,269.37,1619.91,5,3.6,Basic,One Year,1
USR-20792,2,140.15,280.86,0,3.6,Basic,Two Year,0
USR-20793,5,275.61,1303.13,0,0.7,Pro,Month-to-Month,1
USR-20794,33,162.07,5446.78,0,0.7,Basic,Two Year,0
USR-20795,29,88.8,2511.49,4,0.8,Basic,Month-to-Month,0
USR-20796,23,259.61,6023.92,5,0.6,Basic,Month-to-Month,1
USR-20797,12,31.58,383.94,1,2.4,Enterprise,One Year,0
USR-20798,23,267.72,5790.64,1,1.9,Basic,One Year,0
USR-20799,1,193.23,194.44,1,1.9,Pro,Month-to-Month,1
USR-20800,46,225.36,9835.91,1,2.4,Enterprise,One Year,0
USR-20801,29,76.57,2055.8,3,0.7,Basic,Month-to-Month,0
USR-20802,10,30.78,291.86,3,1.0,Basic,One Year,0
USR-20803,44,227.42,10264.43,3,2.5,Pro,Month-to-Month,0
USR-20804,16,175.11,2805.15,3,3.4,Enterprise,One Year,0
USR-20805,30,232.24,6905.2,1,2.3,Basic,Month-to-Month,0
USR-20806,17,218.65,3464.17,0,2.3,Basic,Month-to-Month,0
USR-20807,2,244.49,489.25,5,1.6,Basic,Month-to-Month,1
USR-20808,8,268.17,2124.11,0,1.3,Basic,Two Year,0
USR-20809,31,68.27,2047.49,1,5.8,Basic,Month-to-Month,0
USR-20810,29,228.27,6734.39,3,3.7,Pro,One Year,0
USR-20811,23,138.2,2975.6,1,6.0,Basic,Month-to-Month,1
USR-20812,24,163.48,3825.64,1,6.4,Pro,One Year,0
USR-20813,47,67.73,3191.23,7,4.7,Basic,Month-to-Month,0
USR-20814,26,269.14,6585.54,1,5.5,Basic,Month-to-Month,0
USR-20815,7,131.13,877.03,1,3.0,Pro,Month-to-Month,0
USR-20816,17,159.37,2766.2,1,1.8,Basic,Month-to-Month,0
USR-20817,2,88.43,174.41,4,2.6,Pro,One Year,0
USR-20818,15,216.32,3015.88,1,0.9,Enterprise,Month-to-Month,0
USR-20819,11,160.28,1634.23,1,1.2,Enterprise,Month-to-Month,0
USR-20820,44,69.18,2834.81,2,1.0,Basic,Month-to-Month,0
USR-20821,6,174.84,1021.31,2,0.5,Basic,Month-to-Month,0
USR-20822,47,170.56,7617.47,2,2.1,Basic,Two Year,0
USR-20823,32,63.53,1938.43,5,5.2,Basic,One Year,0
USR-20824,35,208.98,7602.4,6,1.1,Enterprise,Two Year,0
USR-20825,16,55.56,861.36,4,1.0,Enterprise,One Year,0
USR-20826,12,231.1,2802.03,0,3.0,Basic,Two Year,0
USR-20827,6,184.96,1139.72,2,3.8,Pro,Month-to-Month,0
USR-20828,11,218.37,2242.72,1,5.8,Basic,Month-to-Month,0
USR-20829,44,217.8,8948.7,1,1.2,Enterprise,Month-to-Month,0
USR-20830,3,113.82,338.81,0,2.3,Basic,Month-to-Month,0
USR-20831,22,165.94,3508.34,1,3.7,Pro,One Year,0
USR-20832,18,299.77,5105.24,2,0.9,Enterprise,Month-to-Month,0
USR-20833,18,48.82,871.75,3,1.6,Basic,One Year,0
USR-20834,17,254.65,4433.46,6,3.9,Basic,One Year,1
USR-20835,35,136.68,4729.14,1,1.3,Pro,Month-to-Month,0
USR-20836,7,114.76,760.03,0,1.2,Pro,Month-to-Month,0
USR-20837,48,121.16,6018.95,0,2.9,Basic,Two Year,0
USR-20838,30,66.61,1905.0,3,2.8,Pro,Month-to-Month,0
USR-20839,31,201.72,6422.44,1,2.0,Basic,Month-to-Month,0
USR-20840,31,81.86,2465.22,0,3.8,Pro,One Year,0
USR-20841,46,278.36,12249.81,3,3.4,Enterprise,Month-to-Month,0
USR-20842,47,91.96,4396.14,1,1.2,Enterprise,Month-to-Month,0
USR-20843,42,243.53,9766.17,0,4.7,Enterprise,Month-to-Month,0
USR-20844,2,72.47,138.21,4,3.0,Basic,Two Year,1
USR-20845,43,228.67,9548.6,0,1.6,Basic,One Year,0
USR-20846,20,163.64,3086.54,2,4.0,Basic,Month-to-Month,0
USR-20847,9,111.01,958.1,0,3.3,Enterprise,Month-to-Month,0
USR-20848,43,273.48,11919.43,0,1.1,Pro,Month-to-Month,0
USR-20849,12,39.5,490.5,1,1.8,Pro,Two Year,0
USR-20850,12,239.34,2838.71,1,2.6,Basic,One Year,0
USR-20851,35,241.25,7962.67,3,6.1,Pro,Month-to-Month,0
USR-20852,41,261.83,10255.03,1,3.6,Basic,Month-to-Month,0
USR-20853,20,212.12,4177.3,1,1.2,Basic,Two Year,0
USR-20854,25,147.76,3669.9,3,2.4,Basic,Month-to-Month,0
USR-20855,47,181.74,8251.75,2,0.8,Basic,Month-to-Month,0
USR-20856,2,185.95,357.65,9,6.6,Enterprise,One Year,0
USR-20857,39,103.42,4187.7,2,2.8,Pro,Two Year,0
USR-20858,14,117.12,1527.42,5,1.9,Basic,One Year,0
USR-20859,1,40.15,39.79,2,1.4,Enterprise,Month-to-Month,1
USR-20860,19,229.67,4334.33,1,1.8,Basic,Month-to-Month,0
USR-20861,17,153.38,2526.71,0,3.9,Basic,Two Year,0
USR-20862,38,43.89,1703.77,2,2.5,Enterprise,Two Year,0
USR-20863,22,135.88,3047.69,1,1.6,Pro,Two Year,0
USR-20864,25,162.67,3884.17,2,4.2,Basic,Month-to-Month,0
USR-20865,40,269.64,11195.52,2,1.6,Enterprise,Month-to-Month,0
USR-20866,2,204.33,414.29,1,4.0,Basic,Month-to-Month,1
USR-20867,46,232.33,10171.15,0,2.8,Pro,Month-to-Month,0
USR-20868,22,246.41,5068.24,8,1.2,Pro,Month-to-Month,0
USR-20869,25,266.12,6360.95,12,0.5,Pro,Month-to-Month,1
USR-20870,16,234.85,3640.61,2,0.4,Basic,Month-to-Month,1
USR-20871,6,35.86,200.0,4,2.1,Pro,Month-to-Month,0
USR-20872,42,86.26,3663.1,3,2.4,Enterprise,Two Year,0
USR-20873,23,171.52,3988.66,0,1.1,Basic,Two Year,0
USR-20874,14,98.5,1381.21,1,3.0,Pro,Month-to-Month,0
USR-20875,16,92.8,1461.74,3,0.9,Basic,Month-to-Month,0
USR-20876,48,273.58,12788.04,1,0.8,Basic,Month-to-Month,0
USR-20877,28,76.72,2082.89,0,1.3,Pro,One Year,0
USR-20878,36,276.99,9898.39,4,1.3,Pro,Month-to-Month,0
USR-20879,19,205.51,4033.21,5,4.1,Basic,Month-to-Month,0
USR-20880,17,267.1,4651.06,8,5.1,Basic,Month-to-Month,1
USR-20881,17,265.46,4163.99,5,2.0,Basic,Month-to-Month,1
USR-20882,6,50.52,306.31,4,3.4,Pro,Month-to-Month,1
USR-20883,46,42.55,2000.62,3,5.3,Basic,Month-to-Month,0
USR-20884,19,225.02,4109.53,2,3.5,Basic,Month-to-Month,0
USR-20885,44,65.13,2778.01,10,3.3,Pro,Month-to-Month,0
USR-20886,17,155.92,2710.69,2,1.3,Enterprise,One Year,0
USR-20887,5,51.23,256.85,2,2.8,Pro,Two Year,1
USR-20888,7,214.36,1437.79,1,1.4,Basic,Month-to-Month,0
USR-20889,6,167.89,1019.12,1,4.1,Basic,One Year,0
USR-20890,25,177.83,4168.65,2,4.4,Basic,Month-to-Month,0
USR-20891,24,34.52,826.02,0,4.1,Pro,Month-to-Month,0
USR-20892,46,80.19,3580.8,1,0.2,Basic,Month-to-Month,0
USR-20893,12,276.94,3084.17,0,0.5,Pro,Month-to-Month,0
USR-20894,20,151.78,2881.5,2,4.3,Basic,Month-to-Month,0
USR-20895,9,30.71,265.13,1,0.7,Pro,One Year,0
USR-20896,15,241.42,3540.55,1,1.7,Enterprise,One Year,0
USR-20897,27,141.67,3943.98,5,2.3,Basic,Month-to-Month,0
USR-20898,33,212.06,6445.42,1,1.8,Enterprise,Month-to-Month,0
USR-20899,6,124.29,771.17,7,4.9,Basic,Month-to-Month,0
USR-20900,21,122.8,2565.17,2,5.5,Pro,One Year,0
USR-20901,11,292.19,3170.64,1,1.7,Enterprise,Two Year,0
USR-20902,23,234.62,5079.7,2,1.2,Enterprise,Month-to-Month,0
USR-20903,3,227.72,709.89,8,0.5,Basic,Month-to-Month,1
USR-20904,12,114.16,1286.13,3,4.5,Pro,Month-to-Month,0
USR-20905,7,76.8,527.82,0,1.9,Basic,Two Year,0
USR-20906,13,259.21,3485.22,1,2.1,Pro,Two Year,0
USR-20907,48,139.95,6675.07,1,4.8,Basic,One Year,0
USR-20908,48,246.05,11326.93,5,0.8,Enterprise,Month-to-Month,1
USR-20909,27,283.46,7828.86,2,1.6,Basic,Month-to-Month,0
USR-20910,47,246.99,10711.76,9,8.3,Pro,One Year,0
USR-20911,11,209.31,2155.24,3,1.9,Pro,Two Year,0
USR-20912,6,200.85,1180.89,7,1.9,Basic,One Year,0
USR-20913,10,38.22,360.5,1,2.8,Basic,Month-to-Month,0
USR-20914,15,67.56,1029.57,3,2.4,Pro,Month-to-Month,0
USR-20915,11,69.35,706.09,3,2.2,Pro,One Year,0
USR-20916,17,247.36,4149.53,7,0.9,Basic,Month-to-Month,0
USR-20917,3,119.41,372.38,5,2.7,Enterprise,Month-to-Month,1
USR-20918,23,258.73,6107.71,1,0.4,Basic,Month-to-Month,0
USR-20919,47,187.78,8469.61,1,3.8,Basic,Month-to-Month,0
USR-20920,23,146.47,3153.69,2,2.4,Pro,One Year,0
USR-20921,28,218.25,6290.41,2,1.9,Basic,Month-to-Month,0
USR-20922,38,36.21,1280.46,0,4.2,Basic,Two Year,0
USR-20923,38,104.81,4024.15,6,0.6,Basic,Month-to-Month,1
USR-20924,8,235.17,1895.72,5,2.5,Pro,One Year,0
USR-20925,46,183.77,8089.63,2,4.6,Pro,One Year,0
USR-20926,15,113.05,1586.17,1,1.7,Pro,Month-to-Month,0
USR-20927,37,119.46,4183.67,3,2.7,Pro,Month-to-Month,0
USR-20928,48,237.95,11651.92,1,3.8,Enterprise,Month-to-Month,0
USR-20929,43,174.38,7065.45,5,2.5,Pro,Month-to-Month,0
USR-20930,34,88.94,2871.12,1,2.1,Basic,Month-to-Month,0
USR-20931,28,160.93,4366.99,2,0.2,Basic,One Year,0
USR-20932,18,228.19,4062.01,4,2.3,Basic,One Year,1
USR-20933,31,117.03,3487.72,4,1.6,Enterprise,One Year,0
USR-20934,35,221.3,8023.13,0,3.8,Basic,Month-to-Month,0
USR-20935,11,145.7,1536.65,0,3.2,Basic,Month-to-Month,0
USR-20936,23,242.52,5179.88,1,3.4,Basic,Month-to-Month,0
USR-20937,28,94.14,2653.62,6,0.4,Basic,Month-to-Month,1
USR-20938,8,136.91,1032.85,0,4.6,Basic,One Year,0
USR-20939,18,69.03,1221.32,4,4.9,Basic,Month-to-Month,1
USR-20940,41,170.36,6638.91,3,3.3,Basic,Month-to-Month,0
USR-20941,20,179.45,3332.88,5,1.2,Pro,Month-to-Month,0
USR-20942,7,280.7,1884.64,1,2.9,Basic,Two Year,0
USR-20943,18,281.47,5162.54,1,3.9,Basic,Month-to-Month,0
USR-20944,45,260.18,11191.42,2,0.7,Pro,One Year,0
USR-20945,29,229.49,6861.91,0,2.4,Basic,Month-to-Month,0
USR-20946,23,291.85,6757.65,5,3.4,Pro,Two Year,0
USR-20947,30,121.84,3503.15,0,2.0,Pro,Month-to-Month,0
USR-20948,18,107.9,1878.98,1,3.1,Pro,One Year,0
USR-20949,37,218.17,8335.28,2,0.5,Basic,Month-to-Month,0
USR-20950,18,110.7,2022.92,2,0.9,Basic,Two Year,0
USR-20951,12,170.39,2046.23,1,5.0,Pro,Month-to-Month,0
USR-20952,23,132.38,2917.8,6,2.3,Basic,One Year,0
USR-20953,46,86.76,4071.74,1,4.8,Pro,Month-to-Month,0
USR-20954,37,77.16,2674.79,0,2.9,Enterprise,Month-to-Month,0
USR-20955,45,95.06,4379.58,1,1.7,Basic,Month-to-Month,0
USR-20956,8,286.42,2284.98,2,6.8,Pro,Month-to-Month,0
USR-20957,43,100.84,4268.42,0,1.7,Enterprise,Month-to-Month,0
USR-20958,15,122.49,1833.27,3,2.3,Pro,Two Year,0
USR-20959,14,197.28,2645.06,1,0.9,Basic,Month-to-Month,0
USR-20960,44,232.46,10374.41,5,2.3,Pro,Month-to-Month,0
USR-20961,42,140.36,5454.86,4,1.3,Pro,Month-to-Month,0
USR-20962,48,228.73,11137.71,3,2.1,Basic,Month-to-Month,0
USR-20963,29,201.06,5431.46,3,2.4,Pro,One Year,0
USR-20964,19,63.6,1162.38,1,1.6,Pro,Month-to-Month,0
USR-20965,46,236.97,10077.07,2,1.0,Basic,Month-to-Month,0
USR-20966,44,38.42,1726.94,4,2.1,Basic,Month-to-Month,0
USR-20967,37,39.02,1422.31,3,1.0,Basic,Month-to-Month,0
USR-20968,10,59.65,605.91,2,5.0,Pro,Two Year,0
USR-20969,26,212.74,5323.0,1,2.0,Basic,One Year,0
USR-20970,34,190.46,5992.93,0,0.8,Basic,One Year,0
USR-20971,15,246.22,3761.38,3,3.1,Basic,One Year,0
USR-20972,20,74.53,1484.98,9,1.2,Pro,Month-to-Month,1
USR-20973,47,183.29,8382.0,4,0.5,Pro,Month-to-Month,0
USR-20974,43,32.96,1312.66,2,4.2,Pro,Month-to-Month,0
USR-20975,10,135.24,1248.3,0,3.0,Pro,Month-to-Month,0
USR-20976,34,135.38,4753.33,0,5.5,Enterprise,One Year,0
USR-20977,17,199.18,3182.78,5,0.7,Pro,Month-to-Month,0
USR-20978,22,248.69,5601.49,1,4.6,Enterprise,One Year,0
USR-20979,24,219.01,4949.82,3,1.5,Basic,Month-to-Month,0
USR-20980,45,173.72,7989.38,6,1.6,Enterprise,Month-to-Month,0
USR-20981,44,121.28,4946.52,2,3.4,Pro,Month-to-Month,0
USR-20982,47,145.78,6550.93,0,5.0,Basic,Month-to-Month,0
USR-20983,9,74.76,695.4,1,2.5,Basic,Two Year,0
USR-20984,8,79.83,600.5,1,1.9,Pro,Two Year,0
USR-20985,19,156.54,2908.67,3,0.2,Pro,Month-to-Month,0
USR-20986,16,239.37,3696.89,3,1.8,Pro,One Year,1
USR-20987,27,80.09,2013.78,0,1.4,Pro,Month-to-Month,0
USR-20988,7,165.26,1177.26,1,1.2,Basic,One Year,0
USR-20989,26,99.3,2508.29,1,3.0,Basic,One Year,0
USR-20990,15,194.48,2690.98,4,1.3,Basic,Month-to-Month,0
USR-20991,32,204.19,6191.28,0,5.6,Pro,Month-to-Month,0
USR-20992,8,179.11,1445.04,1,2.8,Enterprise,Month-to-Month,0
USR-20993,1,154.83,145.7,8,1.3,Pro,One Year,1
USR-20994,11,138.4,1401.24,0,2.0,Pro,Month-to-Month,0
USR-20995,24,244.01,5749.23,0,6.3,Basic,Two Year,0
USR-20996,33,253.43,7886.95,5,1.7,Pro,Two Year,0
USR-20997,22,277.92,5901.99,1,3.8,Basic,Month-to-Month,0
USR-20998,4,274.97,1112.88,0,2.7,Pro,Month-to-Month,0
USR-20999,38,220.75,8287.43,0,1.2,Enterprise,Month-to-Month,0
USR-21000,32,51.98,1627.28,0,0.3,Basic,Month-to-Month,0
USR-21001,5,64.97,334.34,3,1.9,Basic,One Year,0
USR-21002,21,86.38,1766.43,2,0.7,Pro,Month-to-Month,0
USR-21003,43,147.6,5885.24,1,1.2,Enterprise,One Year,0
USR-21004,46,152.85,7004.4,5,6.3,Basic,Month-to-Month,0
USR-21005,12,101.32,1234.02,3,4.2,Enterprise,Two Year,0
USR-21006,17,298.52,4876.08,4,1.5,Pro,Month-to-Month,0
USR-21007,29,225.84,6196.13,0,0.6,Basic,Month-to-Month,0
USR-21008,31,43.89,1348.78,5,2.9,Pro,Month-to-Month,1
USR-21009,7,43.82,317.29,2,1.9,Basic,One Year,0
USR-21010,22,154.55,3336.89,4,0.9,Pro,Month-to-Month,0
USR-21011,44,36.67,1523.75,0,2.4,Basic,Two Year,0
USR-21012,1,257.56,248.67,2,3.0,Enterprise,One Year,0
USR-21013,14,170.23,2458.96,4,2.3,Enterprise,Two Year,0
USR-21014,29,190.95,5405.79,4,1.1,Pro,Month-to-Month,0
USR-21015,30,189.09,5817.47,4,2.1,Basic,Month-to-Month,0
USR-21016,12,80.6,981.86,1,1.0,Basic,One Year,0
USR-21017,4,242.69,918.22,2,1.2,Basic,Month-to-Month,0
USR-21018,2,255.31,528.1,1,1.2,Basic,Month-to-Month,1
USR-21019,22,148.15,3342.72,1,0.8,Basic,Month-to-Month,0
USR-21020,4,38.9,150.29,7,1.3,Pro,Month-to-Month,1
USR-21021,22,96.25,1977.69,2,4.6,Pro,Month-to-Month,0
USR-21022,20,274.21,5393.87,0,1.3,Pro,Month-to-Month,0
USR-21023,22,246.18,5294.43,5,3.3,Basic,One Year,1
USR-21024,47,189.31,8324.63,0,7.9,Basic,Two Year,0
USR-21025,46,273.95,12440.67,8,10.0,Pro,One Year,0
USR-21026,31,182.77,5740.71,0,5.9,Basic,Month-to-Month,0
USR-21027,24,245.23,5537.34,4,2.3,Basic,Month-to-Month,0
USR-21028,16,82.56,1244.25,2,1.6,Basic,Month-to-Month,0
USR-21029,6,70.51,390.29,3,4.3,Basic,One Year,0
USR-21030,20,128.96,2456.92,1,2.6,Pro,One Year,0
USR-21031,18,139.55,2350.62,2,0.7,Pro,Month-to-Month,0
USR-21032,11,252.8,2635.02,3,0.5,Pro,Month-to-Month,0
USR-21033,13,84.44,1085.36,1,1.2,Basic,One Year,1
USR-21034,4,244.81,1002.48,1,0.8,Basic,One Year,0
USR-21035,46,56.92,2608.14,0,1.7,Pro,Month-to-Month,0
USR-21036,31,210.7,6030.88,0,0.6,Basic,Month-to-Month,0
USR-21037,47,125.25,5584.13,3,3.4,Basic,Month-to-Month,0
USR-21038,7,122.78,890.19,2,1.8,Basic,Month-to-Month,1
USR-21039,39,204.39,7413.18,2,2.2,Basic,One Year,0
USR-21040,20,276.97,5295.02,4,5.9,Basic,Month-to-Month,0
USR-21041,34,279.92,9027.41,0,1.5,Enterprise,One Year,0
USR-21042,29,93.61,2798.52,1,5.1,Enterprise,Month-to-Month,0
USR-21043,20,83.33,1709.93,5,3.2,Basic,One Year,0
USR-21044,24,158.66,3657.46,1,4.0,Enterprise,Two Year,0
USR-21045,11,195.6,2126.99,4,1.2,Pro,One Year,1
USR-21046,31,186.91,5621.84,0,1.4,Basic,Month-to-Month,0
USR-21047,27,64.4,1783.1,1,3.9,Pro,Month-to-Month,0
USR-21048,10,279.16,2642.25,4,1.2,Basic,Two Year,0
USR-21049,41,293.12,12372.26,3,0.9,Enterprise,Month-to-Month,0
USR-21050,12,136.91,1691.18,1,2.8,Enterprise,One Year,0
USR-21051,9,277.96,2540.82,1,1.6,Pro,Month-to-Month,0
USR-21052,11,185.3,2031.13,4,1.6,Basic,One Year,0
USR-21053,6,295.38,1683.5,2,1.5,Basic,Month-to-Month,1
USR-21054,13,68.67,881.58,2,3.9,Basic,One Year,0
USR-21055,42,114.17,4495.34,2,1.3,Basic,Month-to-Month,0
USR-21056,46,278.68,12064.54,1,1.9,Basic,One Year,0
USR-21057,28,149.57,4035.69,5,1.1,Pro,Month-to-Month,1
USR-21058,21,260.48,5517.78,3,7.0,Pro,Month-to-Month,0
USR-21059,45,90.05,3950.14,1,5.3,Enterprise,Month-to-Month,0
USR-21060,15,104.84,1493.7,6,0.7,Basic,Month-to-Month,1
USR-21061,41,183.91,7275.77,3,2.2,Basic,Month-to-Month,0
USR-21062,26,43.0,1061.9,0,4.0,Basic,Month-to-Month,0
USR-21063,38,288.12,10423.17,15,0.5,Enterprise,One Year,1
USR-21064,22,136.17,2781.68,2,0.9,Enterprise,Month-to-Month,0
USR-21065,3,284.16,863.12,0,0.6,Enterprise,Two Year,0
USR-21066,2,124.3,250.87,3,1.5,Enterprise,Two Year,0
USR-21067,31,59.71,1856.64,5,1.5,Basic,Two Year,0
USR-21068,15,76.88,1132.2,3,0.2,Basic,Month-to-Month,0
USR-21069,5,211.25,1082.35,3,1.2,Enterprise,Month-to-Month,0
USR-21070,5,114.41,546.14,0,3.1,Pro,Month-to-Month,0
USR-21071,39,150.25,6007.84,1,3.8,Basic,Two Year,0
USR-21072,48,236.66,10502.63,0,2.0,Basic,Month-to-Month,0
USR-21073,33,171.59,5588.13,2,1.1,Enterprise,Month-to-Month,0
USR-21074,16,179.8,2685.97,9,2.3,Basic,Month-to-Month,0
USR-21075,27,281.35,7030.43,1,0.4,Basic,Month-to-Month,0
USR-21076,11,132.64,1373.15,0,2.3,Basic,One Year,0
USR-21077,36,60.3,2171.35,5,2.1,Basic,Month-to-Month,0
USR-21078,30,169.25,5114.35,3,0.3,Basic,Month-to-Month,0
USR-21079,34,235.25,7919.14,11,1.8,Basic,Month-to-Month,1
USR-21080,27,154.58,3879.55,1,2.1,Pro,Month-to-Month,0
USR-21081,36,121.15,4269.68,0,2.0,Basic,One Year,0
USR-21082,26,85.94,2137.11,7,3.2,Pro,Month-to-Month,0
USR-21083,9,124.35,1141.74,1,1.6,Basic,Month-to-Month,0
USR-21084,16,34.97,528.19,1,3.8,Pro,Month-to-Month,0
USR-21085,24,106.45,2497.72,0,3.6,Basic,One Year,0
USR-21086,2,207.7,431.86,1,2.8,Pro,Month-to-Month,0
USR-21087,41,153.72,6191.92,2,1.5,Basic,Month-to-Month,0
USR-21088,19,97.15,1746.86,3,0.3,Basic,Month-to-Month,0
USR-21089,40,282.94,11751.18,2,2.1,Enterprise,Month-to-Month,0
USR-21090,27,233.73,5921.42,2,3.8,Pro,One Year,0
USR-21091,22,71.89,1602.71,2,0.5,Basic,Month-to-Month,0
USR-21092,19,40.51,743.42,2,6.6,Basic,Month-to-Month,0
USR-21093,34,182.23,5732.48,1,0.9,Enterprise,Month-to-Month,0
USR-21094,26,146.46,3827.6,4,0.8,Basic,Month-to-Month,0
USR-21095,3,187.59,543.52,1,0.6,Basic,Month-to-Month,0
USR-21096,19,111.73,1992.6,0,2.7,Pro,Month-to-Month,0
USR-21097,16,264.43,4011.57,0,1.8,Basic,One Year,0
USR-21098,35,38.51,1264.69,3,3.3,Enterprise,One Year,0
USR-21099,16,210.76,3267.8,1,0.3,Pro,Month-to-Month,0
USR-21100,48,63.51,2841.89,2,1.5,Enterprise,One Year,0
USR-21101,20,226.09,4382.1,2,4.9,Enterprise,Month-to-Month,0
USR-21102,6,83.45,464.84,0,12.2,Pro,Month-to-Month,1
USR-21103,22,278.83,6156.89,1,1.5,Enterprise,One Year,0
USR-21104,29,40.4,1128.65,0,4.5,Pro,Two Year,0
USR-21105,19,208.35,3881.06,2,0.5,Basic,One Year,0
USR-21106,25,103.37,2524.44,7,0.9,Enterprise,Month-to-Month,0
USR-21107,30,225.91,6257.34,1,1.3,Pro,Two Year,0
USR-21108,39,284.48,10535.9,0,1.2,Enterprise,Month-to-Month,0
USR-21109,41,139.21,5456.79,0,1.8,Basic,One Year,0
USR-21110,5,219.75,1084.23,1,0.6,Basic,Two Year,0
USR-21111,42,119.71,4871.16,0,1.6,Basic,Month-to-Month,0
USR-21112,29,108.45,3090.09,2,1.5,Pro,One Year,0
USR-21113,38,103.33,3731.31,0,0.2,Basic,Month-to-Month,0
USR-21114,30,245.43,6777.34,0,2.3,Enterprise,One Year,0
USR-21115,20,190.78,3880.75,4,0.7,Basic,Month-to-Month,0
USR-21116,28,254.67,7409.74,1,0.3,Basic,Month-to-Month,0
USR-21117,23,120.22,2740.26,1,1.2,Pro,Month-to-Month,0
USR-21118,27,295.92,8238.12,1,0.9,Basic,One Year,1
USR-21119,14,226.25,3051.01,6,7.4,Basic,One Year,0
USR-21120,12,133.87,1555.85,1,4.1,Enterprise,One Year,0
USR-21121,30,93.54,2916.58,1,2.8,Basic,Two Year,0
USR-21122,32,223.76,6718.3,6,5.2,Pro,One Year,0
USR-21123,22,291.82,6094.11,2,7.0,Basic,Month-to-Month,0
USR-21124,45,51.12,2371.82,1,2.9,Enterprise,Month-to-Month,0
USR-21125,29,283.04,7975.46,1,2.8,Enterprise,One Year,0
USR-21126,9,61.97,561.11,1,1.6,Pro,Month-to-Month,0
USR-21127,24,232.52,5397.31,1,5.8,Pro,Month-to-Month,0
USR-21128,43,293.83,12603.19,1,0.1,Pro,Month-to-Month,0
USR-21129,31,217.8,7007.44,3,4.5,Basic,Month-to-Month,0
USR-21130,42,44.78,1735.68,6,1.9,Basic,Month-to-Month,0
USR-21131,8,210.14,1697.9,0,1.6,Basic,Month-to-Month,0
USR-21132,17,242.69,4274.89,3,3.2,Enterprise,Two Year,1
USR-21133,44,229.75,9921.37,3,1.1,Pro,Month-to-Month,0
USR-21134,4,236.31,947.5,6,4.0,Basic,Month-to-Month,0
USR-21135,14,49.86,664.29,1,0.8,Enterprise,Month-to-Month,0
USR-21136,41,297.79,12486.9,7,0.5,Enterprise,One Year,0
USR-21137,9,267.26,2218.97,1,0.6,Basic,Month-to-Month,0
USR-21138,5,202.27,1006.58,3,2.0,Pro,Month-to-Month,1
USR-21139,33,81.09,2755.09,2,0.5,Basic,Month-to-Month,0
USR-21140,15,241.01,3615.05,3,4.3,Enterprise,Month-to-Month,0
USR-21141,10,269.08,2680.6,1,2.2,Basic,One Year,0
USR-21142,17,193.34,3270.2,1,6.8,Basic,Two Year,0
USR-21143,17,99.69,1698.21,1,4.5,Pro,Month-to-Month,0
USR-21144,8,50.07,406.16,1,0.4,Pro,Month-to-Month,0
USR-21145,32,159.29,5203.86,1,1.7,Pro,Month-to-Month,0
USR-21146,25,218.61,5137.49,2,2.3,Basic,Month-to-Month,1
USR-21147,10,34.26,345.19,8,0.7,Pro,Month-to-Month,0
USR-21148,14,69.34,930.84,1,2.6,Pro,Month-to-Month,0
USR-21149,37,286.86,10361.31,1,2.2,Pro,One Year,0
USR-21150,32,260.22,7976.49,1,2.8,Basic,One Year,0
USR-21151,6,49.83,292.26,1,1.9,Basic,One Year,0
USR-21152,23,136.09,3124.91,5,0.7,Enterprise,Month-to-Month,0
USR-21153,14,86.15,1224.89,2,1.7,Basic,Two Year,0
USR-21154,37,290.27,10690.52,13,2.7,Basic,Two Year,0
USR-21155,8,40.61,317.28,3,2.5,Pro,Month-to-Month,0
USR-21156,23,235.86,5179.98,1,1.0,Basic,One Year,0
USR-21157,36,109.62,3888.59,1,3.6,Pro,Month-to-Month,0
USR-21158,14,199.88,2684.01,0,4.3,Basic,One Year,1
USR-21159,24,268.94,5963.26,0,1.5,Basic,Month-to-Month,0
USR-21160,12,86.15,957.01,1,0.2,Basic,Month-to-Month,1
USR-21161,42,172.81,6679.84,6,3.6,Enterprise,One Year,0
USR-21162,30,119.33,3381.45,0,2.1,Pro,Month-to-Month,0
USR-21163,8,265.21,2132.58,1,2.0,Basic,Month-to-Month,0
USR-21164,47,212.53,9200.88,1,0.1,Enterprise,Month-to-Month,1
USR-21165,7,147.68,983.8,2,0.3,Basic,One Year,0
USR-21166,7,118.87,831.01,2,1.5,Basic,One Year,0
USR-21167,38,64.98,2300.11,1,3.1,Pro,Two Year,0
USR-21168,47,224.08,9935.84,1,0.9,Basic,Month-to-Month,0
USR-21169,43,244.15,10354.84,0,2.4,Enterprise,One Year,0
