Shipment_ID,Region,Carrier,Warehouse,Package_Weight_KG,Shipping_Cost_USD,Estimated_Days,Actual_Days,Delay_Days,On_Time_Delivery
SHP-60713,Europe,FedEx,WH-East,4.2,45.31,5,5,0,1
SHP-60714,Europe,FedEx,WH-South,35.0,140.97,8,8,0,1
SHP-60715,Latin America,Regional Post,WH-West,0.5,14.88,8,8,0,1
SHP-60716,Latin America,FedEx,WH-South,14.4,91.45,3,3,0,1
SHP-60717,Asia Pacific,DHL Express,WH-East,43.7,191.39,10,11,1,0
SHP-60718,Europe,UPS Global,WH-East,36.8,183.14,9,9,0,1
SHP-60719,Europe,Regional Post,WH-Central,38.2,279.33,5,5,0,1
SHP-60720,Europe,DHL Express,WH-East,38.0,274.62,2,2,0,1
SHP-60721,Asia Pacific,FedEx,WH-West,8.1,63.21,8,8,0,1
SHP-60722,North America,DHL Express,WH-South,17.4,145.2,3,3,0,1
SHP-60723,Asia Pacific,DHL Express,WH-South,13.6,104.45,6,6,0,1
SHP-60724,Asia Pacific,FedEx,WH-West,28.2,213.68,9,9,0,1
SHP-60725,Latin America,DHL Express,WH-East,24.0,96.4,9,9,0,1
SHP-60726,Latin America,DHL Express,WH-East,37.3,230.9,10,13,3,0
SHP-60727,Europe,DHL Express,WH-West,31.4,161.36,9,12,3,0
SHP-60728,North America,UPS Global,WH-West,25.5,164.65,5,5,0,1
SHP-60729,North America,UPS Global,WH-Central,7.7,70.7,4,5,1,0
SHP-60730,Latin America,DHL Express,WH-East,1.4,23.28,9,14,5,0
SHP-60731,Europe,FedEx,WH-East,6.1,54.76,3,7,4,0
SHP-60732,North America,DHL Express,WH-South,43.8,340.56,9,9,0,1
SHP-60733,Asia Pacific,Regional Post,WH-East,13.0,98.69,4,4,0,1
SHP-60734,Latin America,Regional Post,WH-South,38.1,221.76,5,5,0,1
SHP-60735,Asia Pacific,UPS Global,WH-West,3.9,38.98,6,9,3,0
SHP-60736,Latin America,UPS Global,WH-West,7.8,42.21,9,9,0,1
SHP-60737,Europe,UPS Global,WH-East,21.9,127.56,4,6,2,0
SHP-60738,Latin America,UPS Global,WH-East,26.4,138.3,6,6,0,1
SHP-60739,Asia Pacific,FedEx,WH-East,22.6,189.1,6,6,0,1
SHP-60740,Europe,Regional Post,WH-East,36.0,150.44,3,3,0,1
SHP-60741,Latin America,Regional Post,WH-West,33.2,272.77,5,5,0,1
SHP-60742,Europe,UPS Global,WH-South,17.1,92.85,5,5,0,1
SHP-60743,North America,Regional Post,WH-East,5.1,34.93,10,10,0,1
SHP-60744,North America,DHL Express,WH-West,25.8,202.18,10,10,0,1
SHP-60745,Europe,FedEx,WH-West,30.7,242.72,7,7,0,1
SHP-60746,Europe,FedEx,WH-Central,44.2,196.12,4,4,0,1
SHP-60747,Europe,FedEx,WH-South,13.9,61.74,6,6,0,1
SHP-60748,Europe,FedEx,WH-East,16.7,135.01,7,7,0,1
SHP-60749,Latin America,Regional Post,WH-East,32.9,189.6,4,4,0,1
SHP-60750,North America,Regional Post,WH-Central,11.1,59.85,2,2,0,1
SHP-60751,Europe,FedEx,WH-East,11.6,58.07,8,9,1,0
SHP-60752,North America,FedEx,WH-South,30.1,220.8,9,10,1,0
SHP-60753,North America,DHL Express,WH-South,37.3,216.91,8,8,0,1
SHP-60754,Latin America,UPS Global,WH-South,17.3,97.11,8,8,0,1
SHP-60755,Latin America,UPS Global,WH-East,8.6,80.66,9,9,0,1
SHP-60756,Latin America,UPS Global,WH-South,27.8,207.63,10,12,2,0
SHP-60757,Asia Pacific,Regional Post,WH-South,11.3,67.21,9,9,0,1
SHP-60758,Europe,DHL Express,WH-East,5.4,43.35,8,8,0,1
SHP-60759,Asia Pacific,FedEx,WH-East,10.9,56.76,6,8,2,0
SHP-60760,Asia Pacific,Regional Post,WH-Central,10.6,92.72,4,5,1,0
SHP-60761,North America,UPS Global,WH-South,6.5,59.05,9,9,0,1
SHP-60762,Europe,DHL Express,WH-East,7.0,61.07,5,5,0,1
SHP-60763,North America,Regional Post,WH-South,25.6,103.73,2,2,0,1
SHP-60764,Europe,DHL Express,WH-Central,39.7,184.63,10,10,0,1
SHP-60765,North America,UPS Global,WH-Central,15.6,134.7,8,8,0,1
SHP-60766,Latin America,DHL Express,WH-East,2.8,24.43,10,10,0,1
SHP-60767,Asia Pacific,DHL Express,WH-South,17.8,148.96,8,12,4,0
SHP-60768,Europe,DHL Express,WH-South,14.9,92.09,3,4,1,0
SHP-60769,Asia Pacific,Regional Post,WH-West,22.0,117.18,3,3,0,1
SHP-60770,North America,UPS Global,WH-West,11.0,73.76,10,10,0,1
SHP-60771,North America,DHL Express,WH-East,25.8,143.66,7,8,1,0
SHP-60772,Europe,UPS Global,WH-South,18.2,132.87,10,10,0,1
SHP-60773,North America,FedEx,WH-West,40.0,308.29,5,5,0,1
SHP-60774,Europe,Regional Post,WH-East,43.4,195.43,5,5,0,1
SHP-60775,Latin America,DHL Express,WH-West,28.9,118.45,9,9,0,1
SHP-60776,Europe,Regional Post,WH-South,37.3,150.15,3,3,0,1
SHP-60777,Latin America,Regional Post,WH-East,20.5,142.16,6,6,0,1
SHP-60778,Latin America,DHL Express,WH-East,15.5,109.36,5,5,0,1
SHP-60779,Asia Pacific,FedEx,WH-Central,12.4,96.76,3,3,0,1
SHP-60780,Latin America,DHL Express,WH-Central,28.0,134.57,10,10,0,1
SHP-60781,Europe,Regional Post,WH-West,6.7,45.67,7,7,0,1
SHP-60782,Asia Pacific,DHL Express,WH-Central,32.5,278.08,2,2,0,1
SHP-60783,North America,Regional Post,WH-South,1.6,20.73,6,7,1,0
SHP-60784,Latin America,DHL Express,WH-South,25.7,116.85,5,5,0,1
SHP-60785,Asia Pacific,FedEx,WH-East,12.5,68.65,4,4,0,1
SHP-60786,Latin America,UPS Global,WH-Central,12.4,77.23,10,10,0,1
SHP-60787,Asia Pacific,Regional Post,WH-East,35.7,283.88,10,10,0,1
SHP-60788,North America,UPS Global,WH-East,16.6,106.48,2,2,0,1
SHP-60789,Asia Pacific,DHL Express,WH-South,29.6,238.74,2,2,0,1
SHP-60790,North America,FedEx,WH-Central,20.1,88.21,2,3,1,0
SHP-60791,Europe,FedEx,WH-Central,41.1,268.76,9,10,1,0
SHP-60792,Latin America,Regional Post,WH-Central,27.6,214.43,2,2,0,1
SHP-60793,North America,DHL Express,WH-West,38.0,266.34,9,9,0,1
SHP-60794,Latin America,UPS Global,WH-South,0.8,15.97,10,10,0,1
SHP-60795,North America,DHL Express,WH-South,15.7,72.07,6,6,0,1
SHP-60796,Europe,UPS Global,WH-South,44.9,242.34,4,4,0,1
SHP-60797,North America,Regional Post,WH-West,22.8,159.28,4,4,0,1
SHP-60798,North America,UPS Global,WH-West,41.4,315.1,6,6,0,1
SHP-60799,Latin America,Regional Post,WH-Central,39.9,191.12,10,10,0,1
SHP-60800,North America,UPS Global,WH-Central,33.2,164.4,7,7,0,1
SHP-60801,North America,DHL Express,WH-West,42.0,247.87,4,4,0,1
SHP-60802,Latin America,DHL Express,WH-Central,6.0,36.78,4,4,0,1
SHP-60803,Asia Pacific,UPS Global,WH-East,26.5,129.16,8,8,0,1
SHP-60804,Europe,Regional Post,WH-West,4.5,32.44,6,6,0,1
SHP-60805,Latin America,DHL Express,WH-South,23.3,172.35,4,4,0,1
SHP-60806,Europe,DHL Express,WH-West,24.7,138.22,4,5,1,0
SHP-60807,North America,DHL Express,WH-Central,42.1,327.24,3,5,2,0
SHP-60808,Asia Pacific,Regional Post,WH-South,28.5,228.44,2,3,1,0
SHP-60809,Europe,DHL Express,WH-West,1.3,20.59,7,7,0,1
SHP-60810,Asia Pacific,UPS Global,WH-West,34.2,158.53,10,12,2,0
SHP-60811,North America,FedEx,WH-West,24.3,176.57,10,10,0,1
SHP-60812,Latin America,UPS Global,WH-East,12.2,111.55,9,9,0,1
SHP-60813,Asia Pacific,FedEx,WH-South,10.2,89.75,4,6,2,0
SHP-60814,Latin America,DHL Express,WH-South,28.8,193.81,10,12,2,0
SHP-60815,Europe,UPS Global,WH-East,4.0,33.1,10,10,0,1
SHP-60816,North America,Regional Post,WH-East,42.2,251.79,4,4,0,1
SHP-60817,North America,Regional Post,WH-Central,28.4,196.99,2,2,0,1
SHP-60818,Europe,DHL Express,WH-East,19.7,164.89,7,7,0,1
SHP-60819,Asia Pacific,Regional Post,WH-Central,39.8,194.95,2,2,0,1
SHP-60820,Latin America,DHL Express,WH-South,3.6,26.88,9,9,0,1
SHP-60821,Europe,UPS Global,WH-Central,39.6,276.99,8,8,0,1
SHP-60822,Latin America,DHL Express,WH-Central,35.1,283.42,3,3,0,1
SHP-60823,Europe,FedEx,WH-East,42.1,333.26,6,6,0,1
SHP-60824,Europe,UPS Global,WH-South,36.0,231.32,9,9,0,1
SHP-60825,North America,Regional Post,WH-South,35.0,153.66,7,7,0,1
SHP-60826,North America,DHL Express,WH-East,38.2,173.87,9,10,1,0
SHP-60827,Latin America,Regional Post,WH-Central,16.5,139.5,9,9,0,1
SHP-60828,Asia Pacific,UPS Global,WH-South,7.8,40.87,6,6,0,1
SHP-60829,Latin America,UPS Global,WH-East,21.1,182.5,5,5,0,1
SHP-60830,Europe,Regional Post,WH-West,15.8,111.07,2,2,0,1
SHP-60831,Europe,UPS Global,WH-West,5.9,54.05,7,10,3,0
SHP-60832,North America,DHL Express,WH-West,28.3,189.49,4,4,0,1
SHP-60833,Asia Pacific,Regional Post,WH-East,10.2,51.7,2,2,0,1
SHP-60834,North America,Regional Post,WH-South,39.1,164.57,3,6,3,0
SHP-60835,Asia Pacific,UPS Global,WH-West,23.3,160.11,8,9,1,0
SHP-60836,Asia Pacific,FedEx,WH-Central,32.8,259.65,10,10,0,1
SHP-60837,Latin America,Regional Post,WH-West,37.3,298.85,2,4,2,0
SHP-60838,Europe,Regional Post,WH-West,21.2,172.9,7,7,0,1
SHP-60839,North America,DHL Express,WH-Central,3.3,31.9,2,2,0,1
SHP-60840,Latin America,Regional Post,WH-West,10.0,67.06,4,4,0,1
SHP-60841,Asia Pacific,UPS Global,WH-South,12.3,99.86,7,7,0,1
SHP-60842,Latin America,UPS Global,WH-West,3.5,38.9,4,4,0,1
SHP-60843,Latin America,Regional Post,WH-Central,38.2,178.5,7,7,0,1
SHP-60844,North America,UPS Global,WH-East,8.3,55.6,4,4,0,1
SHP-60845,Latin America,UPS Global,WH-West,35.3,271.49,6,6,0,1
SHP-60846,North America,UPS Global,WH-South,36.9,213.48,6,6,0,1
SHP-60847,Europe,Regional Post,WH-West,16.6,95.92,4,4,0,1
SHP-60848,Europe,FedEx,WH-Central,1.8,25.52,5,6,1,0
SHP-60849,North America,FedEx,WH-West,39.7,290.09,6,7,1,0
SHP-60850,Asia Pacific,DHL Express,WH-East,2.6,31.35,5,5,0,1
SHP-60851,North America,UPS Global,WH-West,30.4,202.61,2,2,0,1
SHP-60852,Asia Pacific,DHL Express,WH-East,20.2,128.54,6,6,0,1
SHP-60853,North America,FedEx,WH-West,6.8,53.9,3,4,1,0
SHP-60854,Latin America,Regional Post,WH-East,30.9,145.87,6,6,0,1
SHP-60855,North America,Regional Post,WH-West,35.9,259.39,10,10,0,1
SHP-60856,Latin America,Regional Post,WH-West,27.6,169.84,8,8,0,1
SHP-60857,Europe,DHL Express,WH-South,7.0,67.26,9,9,0,1
SHP-60858,Europe,DHL Express,WH-West,22.0,170.22,2,2,0,1
SHP-60859,Asia Pacific,Regional Post,WH-Central,8.4,61.12,5,6,1,0
SHP-60860,Latin America,FedEx,WH-Central,23.3,173.42,5,5,0,1
SHP-60861,Europe,UPS Global,WH-Central,32.9,155.04,10,10,0,1
SHP-60862,Asia Pacific,UPS Global,WH-South,35.8,291.57,6,6,0,1
SHP-60863,North America,FedEx,WH-West,41.0,176.78,7,7,0,1
SHP-60864,North America,FedEx,WH-South,22.8,115.3,5,5,0,1
SHP-60865,Europe,DHL Express,WH-Central,44.1,167.14,10,10,0,1
SHP-60866,Latin America,Regional Post,WH-Central,2.0,20.25,10,10,0,1
SHP-60867,North America,DHL Express,WH-South,28.3,191.51,3,3,0,1
SHP-60868,Latin America,DHL Express,WH-Central,25.3,138.44,4,4,0,1
SHP-60869,North America,DHL Express,WH-Central,33.2,153.5,7,7,0,1
SHP-60870,Latin America,FedEx,WH-South,4.2,46.43,5,5,0,1
SHP-60871,Latin America,FedEx,WH-West,37.9,179.2,4,4,0,1
SHP-60872,North America,Regional Post,WH-East,36.1,272.27,5,5,0,1
SHP-60873,Latin America,Regional Post,WH-East,36.0,269.06,8,8,0,1
SHP-60874,North America,Regional Post,WH-South,35.5,235.36,10,10,0,1
SHP-60875,Latin America,Regional Post,WH-East,34.2,142.01,10,11,1,0
SHP-60876,Asia Pacific,Regional Post,WH-East,2.9,25.08,4,4,0,1
SHP-60877,North America,FedEx,WH-South,3.8,38.28,4,5,1,0
SHP-60878,Latin America,DHL Express,WH-South,34.1,204.87,3,3,0,1
SHP-60879,Latin America,FedEx,WH-Central,43.4,290.58,10,10,0,1
SHP-60880,Europe,Regional Post,WH-South,23.6,176.12,9,9,0,1
SHP-60881,Asia Pacific,DHL Express,WH-Central,13.9,83.42,3,4,1,0
SHP-60882,Europe,Regional Post,WH-South,39.5,237.49,3,4,1,0
SHP-60883,Latin America,Regional Post,WH-East,40.9,287.89,10,10,0,1
SHP-60884,Europe,Regional Post,WH-East,43.8,195.21,7,7,0,1
SHP-60885,Europe,FedEx,WH-East,26.8,217.58,5,5,0,1
SHP-60886,Latin America,UPS Global,WH-West,5.7,33.76,4,4,0,1
SHP-60887,Latin America,DHL Express,WH-East,26.7,113.76,4,4,0,1
SHP-60888,Europe,Regional Post,WH-South,14.5,107.62,7,8,1,0
SHP-60889,Europe,Regional Post,WH-South,32.3,220.39,5,5,0,1
SHP-60890,Europe,Regional Post,WH-Central,44.8,202.91,8,8,0,1
SHP-60891,Latin America,FedEx,WH-East,4.4,46.52,5,5,0,1
SHP-60892,Asia Pacific,FedEx,WH-Central,2.2,29.27,3,3,0,1
SHP-60893,Latin America,FedEx,WH-South,18.3,98.36,10,10,0,1
SHP-60894,Asia Pacific,Regional Post,WH-East,29.0,165.82,3,4,1,0
SHP-60895,Latin America,Regional Post,WH-South,41.1,164.42,4,4,0,1
SHP-60896,Latin America,FedEx,WH-Central,15.3,80.1,7,7,0,1
SHP-60897,North America,DHL Express,WH-East,29.7,227.03,2,2,0,1
SHP-60898,North America,DHL Express,WH-South,28.4,226.92,7,7,0,1
SHP-60899,Europe,Regional Post,WH-West,30.9,141.52,4,4,0,1
SHP-60900,Latin America,UPS Global,WH-East,15.4,119.33,6,10,4,0
SHP-60901,Latin America,DHL Express,WH-West,21.9,116.86,8,8,0,1
SHP-60902,Europe,UPS Global,WH-East,17.2,127.84,5,5,0,1
SHP-60903,Asia Pacific,UPS Global,WH-Central,23.9,190.88,2,2,0,1
SHP-60904,Europe,DHL Express,WH-South,28.9,122.0,7,7,0,1
SHP-60905,North America,DHL Express,WH-South,20.5,113.18,7,7,0,1
SHP-60906,Latin America,UPS Global,WH-West,13.3,59.96,10,10,0,1
SHP-60907,Asia Pacific,DHL Express,WH-Central,34.1,236.5,7,7,0,1
SHP-60908,North America,Regional Post,WH-Central,22.4,134.07,6,6,0,1
SHP-60909,Europe,FedEx,WH-East,14.0,113.49,8,10,2,0
SHP-60910,North America,UPS Global,WH-West,18.3,101.07,7,15,8,0
SHP-60911,Latin America,DHL Express,WH-East,29.0,210.06,4,4,0,1
SHP-60912,Asia Pacific,Regional Post,WH-South,39.5,265.1,8,8,0,1
SHP-60913,Asia Pacific,FedEx,WH-Central,40.6,293.17,3,3,0,1
SHP-60914,North America,UPS Global,WH-East,24.4,178.23,8,8,0,1
SHP-60915,Latin America,DHL Express,WH-Central,18.6,90.39,3,3,0,1
SHP-60916,Europe,Regional Post,WH-South,33.9,206.95,3,3,0,1
SHP-60917,Latin America,Regional Post,WH-South,1.0,16.68,6,6,0,1
SHP-60918,North America,Regional Post,WH-Central,29.8,148.16,2,3,1,0
SHP-60919,Latin America,FedEx,WH-West,14.6,111.17,9,9,0,1
SHP-60920,North America,FedEx,WH-East,27.0,198.75,3,5,2,0
SHP-60921,Asia Pacific,FedEx,WH-Central,10.0,53.33,6,8,2,0
SHP-60922,Latin America,Regional Post,WH-West,43.0,171.65,10,10,0,1
SHP-60923,Latin America,Regional Post,WH-East,38.0,279.39,2,2,0,1
SHP-60924,Asia Pacific,UPS Global,WH-East,3.6,25.91,3,3,0,1
SHP-60925,North America,DHL Express,WH-Central,2.0,26.35,3,3,0,1
SHP-60926,Asia Pacific,UPS Global,WH-Central,32.6,197.15,9,9,0,1
SHP-60927,North America,UPS Global,WH-East,40.2,211.57,7,8,1,0
SHP-60928,Latin America,Regional Post,WH-Central,33.0,206.13,10,14,4,0
SHP-60929,North America,UPS Global,WH-Central,7.5,39.23,3,3,0,1
SHP-60930,Asia Pacific,UPS Global,WH-South,12.8,62.44,5,5,0,1
SHP-60931,North America,DHL Express,WH-West,8.0,42.92,6,6,0,1
SHP-60932,Latin America,FedEx,WH-South,19.3,82.56,7,7,0,1
SHP-60933,Asia Pacific,Regional Post,WH-Central,37.1,304.82,8,10,2,0
SHP-60934,Latin America,DHL Express,WH-East,15.9,78.08,6,10,4,0
SHP-60935,Europe,DHL Express,WH-East,31.9,187.53,8,9,1,0
SHP-60936,Asia Pacific,Regional Post,WH-East,9.2,48.22,3,5,2,0
SHP-60937,Europe,Regional Post,WH-Central,28.4,224.96,4,4,0,1
SHP-60938,North America,Regional Post,WH-South,2.1,26.2,9,9,0,1
SHP-60939,Asia Pacific,Regional Post,WH-East,16.6,131.44,7,7,0,1
SHP-60940,Europe,UPS Global,WH-South,19.0,158.32,3,3,0,1
SHP-60941,Asia Pacific,Regional Post,WH-Central,28.1,202.69,2,2,0,1
SHP-60942,North America,DHL Express,WH-Central,27.0,204.56,2,2,0,1
SHP-60943,North America,FedEx,WH-West,17.8,146.73,8,8,0,1
SHP-60944,Europe,UPS Global,WH-East,2.9,23.47,5,6,1,0
SHP-60945,North America,FedEx,WH-West,0.5,15.98,6,6,0,1
SHP-60946,Latin America,Regional Post,WH-South,25.1,165.32,9,9,0,1
SHP-60947,Latin America,UPS Global,WH-East,3.0,23.25,3,4,1,0
SHP-60948,Latin America,Regional Post,WH-West,8.3,71.08,10,10,0,1
SHP-60949,Latin America,DHL Express,WH-West,12.0,109.74,3,3,0,1
SHP-60950,North America,DHL Express,WH-East,10.9,82.26,7,7,0,1
SHP-60951,North America,UPS Global,WH-West,29.5,248.89,6,6,0,1
SHP-60952,Asia Pacific,FedEx,WH-South,13.2,81.46,8,11,3,0
SHP-60953,Asia Pacific,FedEx,WH-West,23.1,171.2,8,8,0,1
SHP-60954,Europe,UPS Global,WH-East,43.7,330.79,4,4,0,1
SHP-60955,Asia Pacific,DHL Express,WH-South,16.2,72.45,6,6,0,1
SHP-60956,North America,UPS Global,WH-Central,3.2,34.09,8,8,0,1
SHP-60957,Asia Pacific,FedEx,WH-South,38.5,247.72,9,10,1,0
SHP-60958,Europe,FedEx,WH-East,3.3,36.07,4,4,0,1
SHP-60959,Europe,UPS Global,WH-East,4.6,38.34,7,7,0,1
SHP-60960,Europe,Regional Post,WH-South,11.3,89.14,6,6,0,1
SHP-60961,North America,DHL Express,WH-Central,6.4,57.44,4,4,0,1
SHP-60962,Europe,Regional Post,WH-East,26.2,164.69,9,10,1,0
SHP-60963,Asia Pacific,UPS Global,WH-East,10.9,51.35,5,5,0,1
SHP-60964,Latin America,Regional Post,WH-West,15.3,86.76,4,5,1,0
SHP-60965,Latin America,UPS Global,WH-South,34.3,180.69,5,5,0,1
SHP-60966,Latin America,DHL Express,WH-South,11.8,61.93,7,7,0,1
SHP-60967,Asia Pacific,DHL Express,WH-South,1.8,19.98,4,5,1,0
SHP-60968,North America,UPS Global,WH-Central,6.4,40.17,3,5,2,0
SHP-60969,North America,FedEx,WH-West,21.7,115.67,7,7,0,1
SHP-60970,Europe,UPS Global,WH-Central,25.8,207.99,9,10,1,0
SHP-60971,North America,Regional Post,WH-Central,12.7,96.49,6,6,0,1
SHP-60972,Latin America,FedEx,WH-South,23.1,113.39,4,4,0,1
SHP-60973,Asia Pacific,UPS Global,WH-West,23.7,179.35,3,3,0,1
SHP-60974,Latin America,Regional Post,WH-East,38.7,274.13,2,2,0,1
SHP-60975,Europe,Regional Post,WH-South,2.4,25.7,3,3,0,1
SHP-60976,North America,UPS Global,WH-South,43.3,221.15,2,2,0,1
SHP-60977,Europe,DHL Express,WH-West,6.2,54.47,8,12,4,0
SHP-60978,Europe,FedEx,WH-South,7.9,63.2,7,7,0,1
SHP-60979,Europe,FedEx,WH-Central,21.9,155.94,7,10,3,0
SHP-60980,Europe,UPS Global,WH-West,32.9,200.66,6,6,0,1
SHP-60981,Europe,Regional Post,WH-South,3.3,28.02,6,7,1,0
SHP-60982,Asia Pacific,UPS Global,WH-Central,32.8,189.17,8,9,1,0
SHP-60983,Asia Pacific,UPS Global,WH-Central,24.6,137.2,3,3,0,1
SHP-60984,North America,FedEx,WH-Central,21.5,156.37,6,7,1,0
SHP-60985,Asia Pacific,UPS Global,WH-West,31.8,236.72,3,5,2,0
SHP-60986,North America,FedEx,WH-East,36.3,278.99,4,4,0,1
SHP-60987,North America,FedEx,WH-East,38.6,286.72,3,3,0,1
SHP-60988,Latin America,Regional Post,WH-West,16.4,76.45,9,10,1,0
SHP-60989,North America,FedEx,WH-West,10.2,52.22,8,10,2,0
SHP-60990,North America,DHL Express,WH-East,40.7,208.67,10,10,0,1
SHP-60991,Latin America,DHL Express,WH-East,16.4,109.7,2,2,0,1
SHP-60992,North America,DHL Express,WH-South,18.7,106.52,3,3,0,1
SHP-60993,Europe,Regional Post,WH-West,7.0,65.32,5,5,0,1
SHP-60994,Europe,Regional Post,WH-Central,34.9,228.14,6,6,0,1
SHP-60995,Asia Pacific,Regional Post,WH-Central,31.4,255.02,4,4,0,1
SHP-60996,Asia Pacific,DHL Express,WH-South,40.6,182.78,9,9,0,1
SHP-60997,Latin America,FedEx,WH-East,39.2,314.94,4,4,0,1
SHP-60998,Europe,UPS Global,WH-West,9.8,52.26,8,8,0,1
SHP-60999,Latin America,FedEx,WH-Central,35.6,218.07,3,3,0,1
SHP-61000,Asia Pacific,DHL Express,WH-South,16.8,142.47,10,10,0,1
SHP-61001,Europe,UPS Global,WH-Central,26.9,134.45,3,3,0,1
SHP-61002,Asia Pacific,Regional Post,WH-South,9.6,48.0,7,8,1,0
SHP-61003,Latin America,Regional Post,WH-South,20.8,85.99,5,5,0,1
SHP-61004,Europe,Regional Post,WH-South,42.2,322.8,10,10,0,1
SHP-61005,Europe,Regional Post,WH-South,39.7,283.29,6,6,0,1
SHP-61006,Asia Pacific,DHL Express,WH-East,8.8,83.8,9,9,0,1
SHP-61007,Europe,FedEx,WH-Central,43.8,291.24,9,9,0,1
SHP-61008,Europe,UPS Global,WH-East,19.8,116.3,7,7,0,1
SHP-61009,Latin America,UPS Global,WH-Central,3.8,34.92,9,9,0,1
SHP-61010,Latin America,UPS Global,WH-Central,25.9,171.57,3,3,0,1
SHP-61011,Europe,Regional Post,WH-East,24.6,193.17,10,10,0,1
SHP-61012,North America,FedEx,WH-West,1.4,20.84,6,7,1,0
SHP-61013,North America,Regional Post,WH-Central,42.8,233.2,4,4,0,1
SHP-61014,Europe,DHL Express,WH-West,34.5,285.59,7,7,0,1
SHP-61015,North America,FedEx,WH-East,24.7,178.43,9,9,0,1
SHP-61016,Latin America,Regional Post,WH-East,30.0,183.32,10,10,0,1
SHP-61017,Europe,FedEx,WH-West,39.8,172.56,7,7,0,1
SHP-61018,Europe,Regional Post,WH-West,2.3,27.69,4,4,0,1
SHP-61019,Asia Pacific,Regional Post,WH-South,44.0,212.29,8,9,1,0
SHP-61020,Europe,FedEx,WH-South,6.6,52.12,3,3,0,1
SHP-61021,Latin America,UPS Global,WH-East,19.8,160.85,6,6,0,1
SHP-61022,Latin America,DHL Express,WH-East,30.5,174.63,7,11,4,0
SHP-61023,North America,DHL Express,WH-Central,7.8,54.2,5,5,0,1
SHP-61024,Latin America,UPS Global,WH-South,36.1,231.38,8,8,0,1
SHP-61025,Latin America,UPS Global,WH-South,37.8,155.1,9,9,0,1
SHP-61026,North America,FedEx,WH-South,20.8,143.59,3,3,0,1
SHP-61027,Asia Pacific,UPS Global,WH-West,10.3,77.07,8,8,0,1
SHP-61028,Latin America,DHL Express,WH-Central,28.3,148.92,3,3,0,1
SHP-61029,Asia Pacific,Regional Post,WH-West,11.1,97.95,10,10,0,1
SHP-61030,Europe,DHL Express,WH-South,22.7,153.42,2,2,0,1
SHP-61031,Asia Pacific,Regional Post,WH-East,33.4,220.67,6,7,1,0
SHP-61032,Asia Pacific,DHL Express,WH-West,2.8,25.71,7,8,1,0
SHP-61033,North America,FedEx,WH-Central,27.8,131.39,2,2,0,1
SHP-61034,Latin America,DHL Express,WH-West,26.4,120.71,4,4,0,1
SHP-61035,North America,FedEx,WH-East,22.6,182.0,5,5,0,1
SHP-61036,North America,Regional Post,WH-Central,7.1,57.09,8,9,1,0
SHP-61037,Asia Pacific,Regional Post,WH-East,38.1,175.06,5,5,0,1
SHP-61038,North America,Regional Post,WH-East,37.3,151.58,4,4,0,1
SHP-61039,Asia Pacific,Regional Post,WH-West,40.2,167.78,3,3,0,1
SHP-61040,Europe,DHL Express,WH-Central,9.8,48.6,10,10,0,1
SHP-61041,Asia Pacific,DHL Express,WH-West,20.9,125.7,9,9,0,1
SHP-61042,North America,FedEx,WH-West,11.4,63.64,7,8,1,0
SHP-61043,Europe,DHL Express,WH-South,30.8,194.62,8,8,0,1
SHP-61044,Asia Pacific,FedEx,WH-South,19.0,136.67,7,7,0,1
SHP-61045,North America,Regional Post,WH-South,7.2,60.52,3,3,0,1
SHP-61046,Asia Pacific,DHL Express,WH-West,3.4,26.89,2,2,0,1
SHP-61047,North America,DHL Express,WH-Central,39.5,332.39,8,8,0,1
SHP-61048,Asia Pacific,UPS Global,WH-West,0.8,17.37,6,6,0,1
SHP-61049,Europe,UPS Global,WH-Central,16.5,98.86,6,6,0,1
SHP-61050,Asia Pacific,FedEx,WH-South,0.6,14.53,10,10,0,1
SHP-61051,Europe,FedEx,WH-West,8.0,67.66,5,5,0,1
SHP-61052,Latin America,Regional Post,WH-East,27.1,179.23,7,7,0,1
SHP-61053,Europe,UPS Global,WH-East,22.6,104.03,7,7,0,1
SHP-61054,North America,FedEx,WH-East,17.1,145.93,7,7,0,1
SHP-61055,Asia Pacific,FedEx,WH-East,39.4,243.44,3,5,2,0
SHP-61056,Latin America,DHL Express,WH-East,14.2,124.63,3,11,8,0
SHP-61057,North America,FedEx,WH-South,6.0,49.65,2,2,0,1
SHP-61058,North America,DHL Express,WH-West,32.8,246.66,8,8,0,1
SHP-61059,Latin America,Regional Post,WH-South,23.3,114.77,5,7,2,0
SHP-61060,Europe,UPS Global,WH-West,16.8,105.68,2,2,0,1
SHP-61061,Latin America,UPS Global,WH-South,4.2,35.44,7,7,0,1
SHP-61062,Latin America,UPS Global,WH-West,7.3,62.02,8,8,0,1
SHP-61063,Europe,DHL Express,WH-East,15.0,102.07,8,9,1,0
SHP-61064,Europe,Regional Post,WH-West,11.7,55.81,4,4,0,1
SHP-61065,North America,UPS Global,WH-West,11.7,59.08,7,8,1,0
SHP-61066,Europe,DHL Express,WH-East,3.5,32.83,9,9,0,1
SHP-61067,Europe,UPS Global,WH-South,4.9,44.35,7,7,0,1
SHP-61068,Latin America,Regional Post,WH-West,27.8,134.12,8,8,0,1
SHP-61069,Europe,DHL Express,WH-Central,29.2,187.51,2,2,0,1
SHP-61070,Asia Pacific,FedEx,WH-East,25.9,213.56,10,10,0,1
