Employee_ID,Age,Department,Job_Role,Education_Level,Monthly_Salary_USD,Years_At_Company,Work_Life_Balance_Score,Job_Satisfaction_1to5,Performance_Rating_1to5,OverTime,Attrition
EMP-40703,22,Engineering,Manager,PhD,6591.35,2,4,1,4,No,0
EMP-40704,46,Operations,Specialist,PhD,9188.69,2,3,4,5,No,0
EMP-40705,62,Sales,Executive,Masters,18562.84,17,3,1,4,Yes,0
EMP-40706,51,Engineering,Director,Masters,6736.88,1,3,2,2,Yes,0
EMP-40707,36,Sales,Manager,PhD,13024.53,9,4,2,5,No,0
EMP-40708,28,Finance,Analyst,High School,9070.77,5,1,3,2,Yes,0
EMP-40709,43,Engineering,Executive,Masters,19991.58,18,3,2,3,No,0
EMP-40710,40,Sales,Director,Bachelors,16802.08,14,3,5,4,Yes,0
EMP-40711,52,Marketing,Analyst,Bachelors,9927.08,5,1,5,2,Yes,0
EMP-40712,41,HR,Specialist,Masters,9786.25,3,4,2,3,No,1
EMP-40713,56,Marketing,Developer,Bachelors,16158.84,11,1,3,4,No,0
EMP-40714,28,Marketing,Specialist,PhD,9607.17,1,4,3,3,Yes,0
EMP-40715,40,Sales,Director,PhD,11710.12,6,1,1,4,Yes,0
EMP-40716,40,HR,Executive,Masters,18346.17,18,3,3,2,No,0
EMP-40717,33,Engineering,Developer,PhD,7875.14,5,1,3,2,No,0
EMP-40718,51,Sales,Specialist,High School,10228.88,1,4,1,5,Yes,0
EMP-40719,59,Engineering,Manager,PhD,9373.01,4,2,5,4,No,0
EMP-40720,46,HR,Analyst,PhD,22595.8,19,2,4,5,No,0
EMP-40721,59,Marketing,Manager,Masters,16064.97,14,1,3,5,No,0
EMP-40722,38,Sales,Specialist,Bachelors,19021.73,17,1,1,2,Yes,0
EMP-40723,26,Marketing,Developer,PhD,7509.85,3,4,5,2,No,0
EMP-40724,35,Marketing,Executive,PhD,18971.01,15,4,2,3,No,0
EMP-40725,54,Marketing,Analyst,Bachelors,14199.88,8,4,5,5,No,0
EMP-40726,55,Engineering,Director,Bachelors,9500.74,4,4,5,4,No,0
EMP-40727,35,Engineering,Analyst,Masters,7823.98,3,3,1,5,Yes,0
EMP-40728,28,Engineering,Executive,High School,12256.02,7,4,5,2,No,0
EMP-40729,34,Marketing,Manager,Masters,18577.27,12,1,5,3,Yes,0
EMP-40730,40,Sales,Director,Masters,16627.22,11,1,4,4,No,0
EMP-40731,24,HR,Manager,PhD,8429.46,1,1,2,4,Yes,0
EMP-40732,28,Sales,Director,Bachelors,11271.13,4,2,4,5,No,0
EMP-40733,24,Engineering,Developer,PhD,7589.53,4,2,3,2,No,0
EMP-40734,44,Sales,Manager,High School,20562.57,17,1,3,3,No,0
EMP-40735,53,Marketing,Executive,PhD,15263.35,10,4,2,2,Yes,0
EMP-40736,22,Marketing,Specialist,Masters,3701.43,1,2,3,2,No,0
EMP-40737,46,Sales,Director,PhD,23779.06,22,2,4,3,No,0
EMP-40738,37,Finance,Analyst,Bachelors,10642.67,4,4,5,4,Yes,0
EMP-40739,58,Engineering,Executive,PhD,20830.0,17,3,3,4,No,0
EMP-40740,39,Marketing,Specialist,Masters,15299.66,12,1,3,5,Yes,0
EMP-40741,30,Marketing,Specialist,PhD,14871.46,7,2,5,4,No,0
EMP-40742,46,Engineering,Analyst,PhD,12916.1,9,3,4,4,No,0
EMP-40743,42,Engineering,Manager,High School,16670.44,10,4,3,2,No,0
EMP-40744,23,Engineering,Developer,High School,8737.64,3,1,2,5,No,0
EMP-40745,53,Engineering,Executive,Masters,23075.74,20,2,4,5,No,0
EMP-40746,50,Marketing,Analyst,PhD,10885.55,5,3,1,3,No,0
EMP-40747,39,HR,Manager,PhD,19935.68,16,2,2,3,No,0
EMP-40748,31,Engineering,Analyst,Bachelors,13458.04,10,4,1,2,No,0
EMP-40749,37,Sales,Executive,High School,18611.61,15,2,2,4,Yes,0
EMP-40750,55,Engineering,Executive,Masters,21936.0,21,2,4,3,Yes,0
EMP-40751,60,Engineering,Analyst,Bachelors,26049.85,24,1,5,4,No,0
EMP-40752,59,Sales,Director,Bachelors,20593.82,17,3,2,2,No,0
EMP-40753,57,Engineering,Manager,Bachelors,18178.35,14,3,2,3,No,0
EMP-40754,42,Engineering,Analyst,Masters,11624.66,7,1,5,5,Yes,1
EMP-40755,25,HR,Executive,Masters,10305.03,2,3,2,4,No,0
EMP-40756,24,Finance,Executive,Bachelors,9928.22,4,2,2,4,No,1
EMP-40757,55,Marketing,Director,High School,27939.25,25,2,3,4,No,0
EMP-40758,58,Marketing,Specialist,Bachelors,13315.68,5,3,4,5,No,0
EMP-40759,25,Engineering,Developer,Masters,11331.0,4,2,3,4,No,0
EMP-40760,24,Sales,Executive,Bachelors,10925.99,3,2,1,2,No,0
EMP-40761,53,Sales,Analyst,Bachelors,20256.57,14,4,3,2,No,0
EMP-40762,25,Engineering,Analyst,PhD,7315.09,1,4,1,2,No,0
EMP-40763,28,Sales,Analyst,High School,9617.92,6,1,1,2,Yes,0
EMP-40764,48,HR,Analyst,High School,14677.39,10,4,2,4,No,0
EMP-40765,62,HR,Developer,PhD,18699.26,12,1,4,3,No,0
EMP-40766,28,Engineering,Developer,Masters,6144.8,4,4,2,4,No,0
EMP-40767,60,Marketing,Developer,Masters,28849.82,25,1,1,3,No,0
EMP-40768,23,Sales,Specialist,High School,8232.32,3,2,3,3,No,0
EMP-40769,32,Engineering,Specialist,PhD,18407.85,12,3,4,5,Yes,0
EMP-40770,60,Engineering,Analyst,PhD,22975.39,20,4,3,3,No,0
EMP-40771,40,Engineering,Manager,High School,11152.66,6,3,4,5,No,0
EMP-40772,30,Engineering,Director,High School,13242.22,7,4,5,2,Yes,0
EMP-40773,43,Finance,Manager,PhD,11871.86,6,1,3,5,Yes,0
EMP-40774,45,Engineering,Specialist,Bachelors,16664.83,13,4,1,3,Yes,0
EMP-40775,54,Marketing,Manager,Bachelors,11405.05,4,4,1,2,No,0
EMP-40776,37,Finance,Executive,PhD,11903.79,6,3,3,3,Yes,0
EMP-40777,23,Marketing,Analyst,Masters,8601.76,3,4,5,2,No,0
EMP-40778,57,Engineering,Executive,Masters,12844.84,11,3,5,3,No,0
EMP-40779,62,Sales,Analyst,High School,21274.65,19,4,3,3,No,0
EMP-40780,32,Marketing,Director,Bachelors,16249.13,12,4,5,3,No,0
EMP-40781,54,Engineering,Specialist,PhD,6833.64,2,4,5,5,No,0
EMP-40782,33,HR,Manager,Bachelors,15552.26,13,1,5,5,No,0
EMP-40783,60,Engineering,Developer,Bachelors,22401.74,20,2,2,4,No,0
EMP-40784,58,Marketing,Manager,High School,16067.51,11,1,1,2,No,0
EMP-40785,61,Operations,Analyst,High School,13518.78,7,3,1,5,No,0
EMP-40786,35,HR,Developer,Masters,14120.15,7,1,1,4,No,0
EMP-40787,28,Marketing,Specialist,Masters,11550.29,5,1,1,3,No,0
EMP-40788,22,Sales,Director,Masters,6645.36,1,3,1,2,No,0
EMP-40789,34,Finance,Manager,High School,4805.07,1,4,1,4,No,0
EMP-40790,25,Sales,Specialist,Masters,10150.8,4,4,5,3,No,0
EMP-40791,53,Engineering,Developer,Bachelors,10187.23,2,1,4,5,No,0
EMP-40792,60,Marketing,Developer,Bachelors,20411.11,17,4,4,2,No,0
EMP-40793,22,Sales,Analyst,Masters,9508.97,2,1,1,5,Yes,1
EMP-40794,22,Finance,Manager,Masters,8031.38,1,2,5,2,No,0
EMP-40795,24,Engineering,Developer,Bachelors,11016.11,4,2,3,2,Yes,0
EMP-40796,51,Sales,Executive,High School,12985.44,3,3,5,4,Yes,0
EMP-40797,49,Engineering,Manager,Masters,26739.83,24,2,3,2,No,0
EMP-40798,30,Finance,Executive,PhD,13181.19,9,4,2,2,Yes,0
EMP-40799,23,Finance,Manager,PhD,7539.66,2,3,5,5,No,0
EMP-40800,32,Marketing,Director,Masters,17668.32,12,2,3,4,No,0
EMP-40801,51,Finance,Executive,PhD,8209.35,1,2,3,3,No,0
EMP-40802,30,Sales,Manager,PhD,9215.08,3,3,3,5,No,0
EMP-40803,34,Engineering,Manager,Bachelors,14279.06,7,1,2,3,Yes,1
EMP-40804,55,Sales,Specialist,High School,12603.63,9,2,5,5,No,0
EMP-40805,34,Marketing,Developer,PhD,17416.83,10,4,2,2,No,0
EMP-40806,48,Sales,Specialist,High School,10953.45,6,2,5,5,No,0
EMP-40807,61,Sales,Director,Bachelors,13543.11,9,4,1,5,Yes,0
EMP-40808,42,Finance,Analyst,PhD,15660.0,10,4,1,3,No,0
EMP-40809,50,Engineering,Manager,PhD,10556.53,6,4,5,3,No,0
EMP-40810,51,HR,Manager,Masters,18673.61,15,3,3,4,Yes,0
EMP-40811,60,HR,Analyst,High School,23328.41,23,3,3,4,No,0
EMP-40812,23,Marketing,Manager,Bachelors,8259.17,2,3,3,3,No,0
EMP-40813,35,Engineering,Manager,PhD,18446.88,13,3,2,3,No,0
EMP-40814,32,Operations,Executive,High School,11585.36,6,3,5,3,No,0
EMP-40815,36,HR,Executive,Bachelors,7482.1,4,2,2,5,No,0
EMP-40816,61,Engineering,Analyst,High School,19974.51,16,3,1,2,No,0
EMP-40817,55,Engineering,Specialist,Masters,11974.91,7,1,3,3,No,0
EMP-40818,26,Engineering,Executive,High School,12491.38,6,1,4,3,No,0
EMP-40819,62,Sales,Analyst,High School,25039.7,24,2,1,4,Yes,0
EMP-40820,60,Sales,Developer,Bachelors,5485.54,1,3,2,2,Yes,0
EMP-40821,36,Engineering,Developer,High School,12977.06,11,4,5,4,Yes,0
EMP-40822,62,Engineering,Developer,Masters,19189.65,13,4,4,5,No,0
EMP-40823,28,Engineering,Manager,Bachelors,4653.25,1,4,3,3,No,0
EMP-40824,52,Operations,Analyst,Bachelors,15991.35,9,4,3,3,No,0
EMP-40825,46,Marketing,Analyst,High School,6568.23,4,3,2,3,No,0
EMP-40826,26,Sales,Analyst,Masters,9347.08,6,3,3,2,No,0
EMP-40827,52,Engineering,Executive,PhD,18795.76,16,3,2,5,No,0
EMP-40828,41,Engineering,Executive,High School,19820.06,19,2,2,4,No,0
EMP-40829,23,Marketing,Analyst,Masters,6611.78,1,1,1,2,No,0
EMP-40830,47,Engineering,Specialist,High School,19570.7,17,2,5,2,No,0
EMP-40831,61,Sales,Specialist,Masters,26793.91,24,4,5,3,No,0
EMP-40832,58,Engineering,Manager,Bachelors,8047.68,2,2,3,4,No,0
EMP-40833,33,Finance,Analyst,High School,13988.78,12,2,4,5,No,0
EMP-40834,33,HR,Manager,PhD,8480.73,6,1,1,3,No,0
EMP-40835,29,Engineering,Analyst,Bachelors,12346.85,8,2,2,4,No,0
EMP-40836,40,HR,Director,Masters,8990.18,4,3,3,3,No,0
EMP-40837,52,Engineering,Developer,Masters,16468.15,11,2,3,2,No,0
EMP-40838,39,Sales,Manager,PhD,19474.73,14,2,5,5,No,0
EMP-40839,34,Finance,Specialist,Bachelors,19659.95,13,2,1,3,No,0
EMP-40840,56,Marketing,Director,High School,20303.08,18,4,4,4,Yes,0
EMP-40841,50,HR,Developer,High School,27841.76,24,3,1,5,No,0
EMP-40842,30,Operations,Executive,PhD,10175.94,7,3,3,2,No,0
EMP-40843,37,Engineering,Developer,Bachelors,15081.62,11,4,5,4,No,0
EMP-40844,46,Marketing,Manager,Bachelors,22402.22,17,1,2,5,Yes,0
EMP-40845,45,Marketing,Executive,PhD,11911.01,6,2,5,2,No,0
EMP-40846,27,Engineering,Developer,High School,12318.59,6,4,1,4,No,0
EMP-40847,39,Engineering,Manager,Bachelors,4811.26,1,4,3,4,No,0
EMP-40848,50,Marketing,Specialist,PhD,8953.98,4,4,3,2,No,0
EMP-40849,37,Engineering,Manager,PhD,11896.55,8,2,4,3,Yes,0
EMP-40850,44,Sales,Executive,High School,18063.72,13,1,2,4,Yes,0
EMP-40851,46,Sales,Developer,High School,20532.78,19,3,1,4,No,0
EMP-40852,25,Sales,Executive,High School,7247.98,3,2,2,5,No,0
EMP-40853,39,Finance,Director,PhD,11293.76,3,2,3,2,No,0
EMP-40854,34,Sales,Executive,PhD,14429.85,9,4,1,2,Yes,1
EMP-40855,31,Engineering,Executive,High School,7008.26,2,4,2,2,No,0
EMP-40856,59,Marketing,Manager,High School,7271.41,3,2,5,2,No,0
EMP-40857,60,Engineering,Specialist,PhD,6578.36,1,1,5,2,No,0
EMP-40858,48,Marketing,Developer,Bachelors,18635.02,17,3,2,3,No,0
EMP-40859,27,Engineering,Director,Masters,8777.7,2,1,4,5,No,0
EMP-40860,53,Finance,Manager,Bachelors,13892.38,7,4,3,3,Yes,0
EMP-40861,53,Marketing,Specialist,Masters,17136.53,12,3,5,3,No,0
EMP-40862,45,Engineering,Executive,Masters,12461.98,11,3,1,5,Yes,0
EMP-40863,32,Sales,Analyst,PhD,14879.85,9,2,4,3,No,0
EMP-40864,34,Engineering,Manager,PhD,7766.13,1,1,4,4,No,0
EMP-40865,62,Operations,Specialist,PhD,19631.97,15,3,3,5,No,0
EMP-40866,38,Sales,Developer,High School,10661.09,7,2,1,3,No,0
EMP-40867,54,Sales,Specialist,High School,12434.8,9,1,3,2,Yes,1
EMP-40868,26,Engineering,Director,High School,11109.6,3,4,3,5,No,0
EMP-40869,36,Sales,Analyst,PhD,20078.09,16,4,1,3,No,0
EMP-40870,37,Marketing,Executive,Masters,14120.65,9,4,3,5,No,0
EMP-40871,61,Finance,Specialist,High School,15616.28,12,4,2,2,No,0
EMP-40872,62,Engineering,Manager,Masters,13702.68,7,4,4,4,No,0
EMP-40873,57,Engineering,Executive,High School,9486.89,4,1,5,3,No,0
EMP-40874,22,Engineering,Analyst,Bachelors,6014.29,1,2,4,2,No,0
EMP-40875,30,HR,Developer,Masters,10263.71,2,1,4,5,No,0
EMP-40876,45,Engineering,Executive,PhD,17515.63,16,4,5,4,No,0
EMP-40877,53,Marketing,Analyst,High School,24801.52,23,4,1,2,Yes,0
EMP-40878,51,Finance,Executive,PhD,20452.39,14,1,4,3,No,0
EMP-40879,58,HR,Developer,Bachelors,22133.11,18,2,2,5,No,0
EMP-40880,47,Sales,Specialist,PhD,11575.03,5,4,3,2,No,0
EMP-40881,42,Finance,Analyst,Bachelors,9820.33,4,3,2,2,No,0
EMP-40882,45,HR,Manager,Masters,16145.88,11,3,4,5,Yes,0
EMP-40883,62,HR,Specialist,Bachelors,9034.41,1,3,5,3,No,0
EMP-40884,25,Engineering,Analyst,Masters,12308.17,5,4,1,3,No,0
EMP-40885,48,Sales,Manager,Bachelors,22798.16,21,2,3,4,No,0
EMP-40886,26,Operations,Director,Masters,6743.75,1,2,3,4,Yes,0
EMP-40887,33,Finance,Developer,Bachelors,14524.63,9,3,5,2,No,0
EMP-40888,23,Finance,Analyst,Bachelors,7905.24,3,3,2,3,No,0
EMP-40889,35,Engineering,Analyst,Masters,10815.2,5,1,3,5,Yes,0
EMP-40890,52,Finance,Specialist,Masters,9058.94,3,4,5,4,No,0
EMP-40891,61,Engineering,Developer,Bachelors,16680.1,16,2,4,4,No,0
EMP-40892,43,Finance,Specialist,PhD,7103.89,1,4,2,2,Yes,0
EMP-40893,25,Marketing,Director,PhD,8769.52,5,4,1,5,No,0
EMP-40894,42,Engineering,Specialist,High School,10101.76,6,4,1,5,No,0
EMP-40895,49,HR,Specialist,Masters,26640.5,25,2,4,4,No,0
EMP-40896,28,Marketing,Specialist,Bachelors,10735.95,3,2,5,2,No,0
EMP-40897,52,Engineering,Specialist,Bachelors,8105.94,1,2,2,5,No,0
EMP-40898,32,Marketing,Analyst,PhD,4622.22,3,3,2,2,No,1
EMP-40899,60,Sales,Executive,Bachelors,19317.83,14,3,4,4,No,0
EMP-40900,60,Engineering,Executive,High School,19194.54,18,3,5,5,No,0
EMP-40901,34,Marketing,Developer,Masters,13886.03,12,2,2,5,No,0
EMP-40902,54,Sales,Director,Masters,16633.54,16,4,5,4,No,0
EMP-40903,52,Marketing,Specialist,PhD,15047.13,7,1,5,3,Yes,0
EMP-40904,40,Engineering,Executive,Bachelors,13537.88,8,4,3,2,Yes,0
EMP-40905,48,Sales,Manager,PhD,26370.48,24,1,5,4,No,0
EMP-40906,50,Engineering,Analyst,Masters,25613.93,22,2,3,5,No,1
EMP-40907,57,Engineering,Director,Bachelors,18882.93,16,1,1,2,Yes,0
EMP-40908,55,Marketing,Specialist,PhD,8191.08,4,2,5,5,No,0
EMP-40909,62,Engineering,Executive,Masters,11314.04,8,2,2,5,No,0
EMP-40910,35,Sales,Specialist,Masters,7512.24,6,2,5,5,No,0
EMP-40911,46,Engineering,Director,Masters,12596.49,8,3,1,5,No,0
EMP-40912,62,Marketing,Specialist,High School,12746.77,8,1,5,2,No,0
EMP-40913,60,Sales,Director,Masters,10691.39,7,3,2,4,Yes,0
EMP-40914,31,Operations,Manager,High School,14648.21,11,1,1,5,No,0
EMP-40915,50,HR,Executive,High School,17795.54,15,2,5,5,Yes,0
EMP-40916,60,Engineering,Director,High School,15178.33,9,2,2,2,No,0
EMP-40917,39,Engineering,Specialist,Masters,12727.31,9,2,4,2,Yes,0
EMP-40918,31,Engineering,Executive,High School,13430.52,8,3,5,2,No,0
EMP-40919,47,Engineering,Manager,PhD,8587.77,1,4,2,4,No,0
EMP-40920,51,Sales,Manager,PhD,19564.62,16,3,1,2,No,0
EMP-40921,41,HR,Executive,PhD,17387.77,17,1,1,5,No,0
EMP-40922,58,Engineering,Director,PhD,24621.07,21,1,3,2,No,0
EMP-40923,41,Sales,Specialist,Masters,11796.73,12,4,3,4,Yes,0
EMP-40924,42,Engineering,Specialist,PhD,21867.54,20,1,4,5,No,0
EMP-40925,62,Sales,Manager,Masters,11024.73,6,2,4,4,No,0
EMP-40926,27,HR,Analyst,Masters,8306.97,2,4,1,3,No,0
EMP-40927,25,Finance,Specialist,High School,10432.47,5,4,4,3,No,0
EMP-40928,42,Engineering,Analyst,Masters,19454.42,18,1,1,5,No,0
EMP-40929,31,HR,Developer,High School,12703.69,6,1,1,2,No,0
EMP-40930,61,Marketing,Analyst,PhD,21135.47,17,2,5,3,No,0
EMP-40931,38,Engineering,Specialist,PhD,10382.72,6,2,2,3,Yes,0
EMP-40932,56,Operations,Analyst,PhD,28307.9,25,3,1,5,No,0
EMP-40933,35,Finance,Manager,Bachelors,12352.71,6,4,5,4,No,0
EMP-40934,22,Engineering,Director,High School,8037.22,2,4,2,5,No,0
EMP-40935,26,HR,Executive,High School,8665.42,3,1,5,2,Yes,0
EMP-40936,23,Marketing,Executive,Masters,9636.34,3,2,5,5,No,0
EMP-40937,59,Marketing,Executive,High School,11452.56,5,2,1,3,No,0
EMP-40938,31,Engineering,Analyst,Bachelors,10935.05,6,2,1,2,Yes,0
EMP-40939,38,Marketing,Executive,PhD,20428.64,17,4,3,4,No,0
EMP-40940,57,Operations,Analyst,Bachelors,23819.2,20,4,3,4,No,0
EMP-40941,33,Finance,Director,Bachelors,13962.25,11,3,3,5,No,0
EMP-40942,43,Sales,Manager,Masters,9450.25,1,1,3,5,No,0
EMP-40943,41,Engineering,Specialist,Bachelors,13429.86,12,1,1,3,No,0
EMP-40944,36,Finance,Developer,High School,14842.72,13,4,1,4,Yes,0
EMP-40945,23,HR,Analyst,PhD,6753.55,3,4,4,4,No,0
EMP-40946,35,HR,Specialist,Masters,16174.87,10,4,3,3,No,0
EMP-40947,59,Engineering,Manager,PhD,11657.1,5,1,5,5,No,1
EMP-40948,29,Engineering,Specialist,High School,7214.21,5,3,2,4,No,0
EMP-40949,27,Engineering,Director,Bachelors,8160.09,2,4,4,3,Yes,0
EMP-40950,62,Finance,Developer,Masters,16160.14,8,2,1,4,No,0
EMP-40951,53,Sales,Developer,Masters,14652.43,10,4,2,3,No,0
EMP-40952,50,Engineering,Manager,PhD,16052.8,14,4,4,2,No,0
EMP-40953,57,Engineering,Developer,PhD,24406.75,18,3,2,2,No,0
EMP-40954,25,Finance,Analyst,PhD,6326.5,2,3,4,2,No,0
EMP-40955,52,Sales,Director,PhD,18429.95,20,1,3,2,No,0
EMP-40956,62,Operations,Developer,PhD,13105.63,9,3,3,2,No,0
EMP-40957,48,Finance,Specialist,Masters,17190.32,13,4,4,4,Yes,0
EMP-40958,43,Engineering,Director,High School,10197.89,8,4,4,4,No,0
EMP-40959,61,Sales,Manager,Masters,13740.32,9,3,2,3,No,0
EMP-40960,49,Engineering,Specialist,High School,12411.23,9,1,5,5,Yes,0
EMP-40961,32,Sales,Manager,High School,9615.89,4,3,5,2,No,0
EMP-40962,34,Engineering,Analyst,Bachelors,16001.96,11,2,3,5,Yes,0
EMP-40963,50,Finance,Manager,High School,22244.87,17,3,4,3,Yes,0
EMP-40964,58,HR,Specialist,Masters,26856.96,24,1,4,5,Yes,0
EMP-40965,48,Sales,Manager,PhD,22395.96,17,3,5,4,No,0
EMP-40966,62,Marketing,Analyst,High School,16126.44,10,4,3,2,No,0
EMP-40967,52,Engineering,Director,High School,9854.84,4,4,3,5,No,0
EMP-40968,58,HR,Developer,High School,8581.97,4,3,3,3,No,0
EMP-40969,24,Sales,Analyst,PhD,8852.3,3,1,5,3,Yes,0
EMP-40970,30,Sales,Specialist,Masters,10341.76,5,4,1,5,Yes,0
EMP-40971,46,Engineering,Developer,PhD,14451.7,10,3,2,3,No,0
EMP-40972,33,Engineering,Analyst,High School,15822.92,10,1,4,4,No,0
EMP-40973,52,Engineering,Specialist,High School,21006.7,17,3,1,2,Yes,0
EMP-40974,53,Sales,Developer,Bachelors,20411.84,16,1,3,4,Yes,0
EMP-40975,28,Engineering,Director,PhD,12234.91,6,2,5,5,No,0
EMP-40976,24,Operations,Specialist,Masters,9159.49,4,1,5,4,Yes,0
EMP-40977,26,Sales,Executive,PhD,10769.7,5,2,4,3,No,0
EMP-40978,23,HR,Executive,Bachelors,10475.33,2,4,3,4,No,0
EMP-40979,22,Sales,Developer,PhD,6946.53,2,1,5,2,No,0
EMP-40980,52,Engineering,Developer,Bachelors,8506.07,6,2,2,5,Yes,0
EMP-40981,53,Engineering,Specialist,PhD,8223.3,2,3,2,3,No,0
EMP-40982,24,Engineering,Developer,PhD,9804.74,4,2,2,5,No,0
EMP-40983,45,Engineering,Manager,Bachelors,27526.93,25,3,2,5,No,0
EMP-40984,45,Engineering,Director,PhD,21428.11,20,4,1,5,No,0
EMP-40985,61,Sales,Director,High School,10644.02,6,4,3,2,No,0
EMP-40986,37,Engineering,Specialist,PhD,9424.58,3,1,2,5,No,0
EMP-40987,25,Operations,Manager,PhD,6915.27,3,2,4,2,Yes,0
EMP-40988,58,Marketing,Manager,Masters,20013.23,17,4,5,3,No,0
EMP-40989,58,Engineering,Executive,Masters,11914.48,5,3,1,5,Yes,0
EMP-40990,33,Sales,Executive,High School,12019.36,8,1,2,4,No,0
EMP-40991,34,Sales,Specialist,High School,12429.91,6,4,1,3,Yes,1
EMP-40992,32,Engineering,Developer,Masters,7546.51,4,4,3,3,No,0
EMP-40993,38,Engineering,Analyst,PhD,17359.15,17,2,3,4,No,0
EMP-40994,51,Engineering,Executive,Masters,20880.18,20,2,5,3,No,0
EMP-40995,40,Engineering,Executive,Masters,16125.99,11,2,3,3,No,0
EMP-40996,53,Engineering,Analyst,High School,17992.9,14,4,5,3,No,0
EMP-40997,28,Operations,Specialist,PhD,11995.71,7,1,1,2,No,0
EMP-40998,35,HR,Manager,Masters,19158.2,15,3,3,2,Yes,0
EMP-40999,48,Sales,Manager,Masters,12594.83,7,2,5,4,No,0
EMP-41000,30,Finance,Specialist,Masters,4096.28,3,2,1,4,Yes,0
EMP-41001,52,Engineering,Director,Bachelors,16645.38,9,3,1,5,No,0
EMP-41002,53,Sales,Developer,Bachelors,25091.82,22,1,2,3,No,0
EMP-41003,34,Finance,Director,High School,10687.57,4,3,3,4,No,0
EMP-41004,35,Engineering,Specialist,Masters,11106.63,2,3,4,2,No,0
EMP-41005,34,Marketing,Developer,PhD,11174.0,5,3,3,3,No,0
EMP-41006,57,Marketing,Specialist,Masters,21037.98,21,2,3,5,Yes,0
EMP-41007,59,Engineering,Executive,High School,22198.79,17,1,5,4,Yes,0
EMP-41008,49,Sales,Executive,High School,19953.36,19,1,5,2,No,0
EMP-41009,40,Sales,Director,High School,12858.8,9,4,1,3,Yes,0
EMP-41010,60,Marketing,Developer,Bachelors,10154.2,5,1,4,4,No,0
EMP-41011,35,Finance,Specialist,Masters,12680.15,6,2,2,3,No,1
EMP-41012,54,HR,Executive,High School,19422.1,14,3,5,4,Yes,0
EMP-41013,32,Finance,Developer,High School,10889.91,6,1,3,4,No,0
EMP-41014,61,Finance,Director,PhD,24726.96,22,1,1,4,No,0
EMP-41015,24,Finance,Director,Bachelors,5685.83,2,4,3,5,Yes,0
EMP-41016,56,Operations,Analyst,High School,21573.92,20,3,5,4,Yes,0
EMP-41017,34,Engineering,Executive,PhD,17192.15,13,3,2,2,Yes,0
EMP-41018,57,Sales,Specialist,Masters,23445.78,21,1,5,2,No,0
EMP-41019,58,Finance,Director,Bachelors,15271.18,11,1,3,2,Yes,0
EMP-41020,25,Sales,Developer,Bachelors,7317.34,2,3,2,5,No,0
EMP-41021,38,Engineering,Manager,Masters,16175.8,14,3,4,3,No,0
EMP-41022,36,Marketing,Director,Masters,13406.24,10,4,1,4,Yes,1
EMP-41023,27,Sales,Director,PhD,9809.87,2,3,2,5,No,0
EMP-41024,62,Engineering,Specialist,Masters,5581.33,1,1,2,3,No,0
EMP-41025,46,Sales,Analyst,Masters,25712.38,25,1,5,5,Yes,1
EMP-41026,51,Sales,Developer,High School,24159.85,22,1,3,2,Yes,0
EMP-41027,35,Engineering,Specialist,Bachelors,11911.22,3,3,2,3,No,0
EMP-41028,56,Sales,Analyst,Masters,18783.04,15,4,2,4,Yes,0
EMP-41029,30,Engineering,Developer,PhD,6331.92,4,2,2,2,Yes,0
EMP-41030,33,Engineering,Specialist,High School,9425.85,5,1,2,3,Yes,1
EMP-41031,27,Sales,Executive,Masters,10886.42,5,3,5,4,Yes,0
EMP-41032,49,Engineering,Analyst,PhD,15173.07,7,1,2,4,No,0
EMP-41033,26,Sales,Specialist,PhD,8441.57,2,4,4,5,Yes,0
EMP-41034,48,Finance,Director,Masters,18276.74,11,3,2,3,No,0
EMP-41035,35,Engineering,Analyst,Masters,19422.02,14,3,5,4,No,0
EMP-41036,60,Sales,Executive,Masters,24796.34,23,3,4,5,No,0
EMP-41037,36,Engineering,Developer,High School,10214.09,1,4,3,2,No,0
EMP-41038,31,Engineering,Director,Bachelors,11131.76,6,3,4,3,Yes,0
EMP-41039,43,Engineering,Specialist,Masters,11355.91,5,4,1,3,No,0
EMP-41040,38,Engineering,Developer,PhD,9005.53,5,4,2,5,No,0
EMP-41041,31,Marketing,Manager,High School,11896.01,5,3,3,3,No,0
EMP-41042,52,Marketing,Specialist,High School,23511.61,22,2,4,5,No,1
EMP-41043,27,Marketing,Manager,Masters,9709.59,2,4,5,3,No,0
EMP-41044,22,Engineering,Specialist,High School,6120.55,1,3,5,4,No,0
EMP-41045,44,Engineering,Director,High School,15208.32,12,4,1,5,No,0
EMP-41046,56,Engineering,Analyst,Masters,18436.2,13,2,2,5,No,0
EMP-41047,26,Engineering,Developer,Bachelors,10785.54,5,4,4,2,No,0
EMP-41048,32,Marketing,Manager,Masters,14189.02,12,1,5,4,No,0
EMP-41049,58,Engineering,Developer,Masters,17625.15,10,4,1,2,Yes,0
EMP-41050,35,Engineering,Director,Masters,18680.42,15,3,5,4,No,0
EMP-41051,30,Sales,Manager,Bachelors,14729.62,8,2,2,3,Yes,0
EMP-41052,45,Marketing,Manager,Masters,11055.66,8,3,1,2,No,0
EMP-41053,62,HR,Executive,High School,25540.55,25,4,2,5,No,0
EMP-41054,51,Sales,Specialist,Masters,11246.77,8,3,2,3,No,0
EMP-41055,48,Engineering,Analyst,PhD,25441.61,22,3,5,5,No,0
