Campaign_ID,Channel,Variant,Impressions,Clicks,CTR_Pct,Conversions,Conversion_Rate_Pct,Ad_Spend_USD,Revenue_Generated_USD,ROAS
CMP-50519,Google Ads,Variant B (New Copy),103445,5896,5.7,416,7.07,1842.35,36795.2,19.97
CMP-50520,LinkedIn,Variant B (New Copy),53061,3077,5.8,164,5.34,2625.23,24616.4,9.38
CMP-50521,Email Marketing,Variant B (New Copy),38467,1180,3.07,111,9.48,1492.44,23499.81,15.75
CMP-50522,Meta Ads,Variant A (Control),165693,9626,5.81,494,5.14,3388.58,51805.78,15.29
CMP-50523,Email Marketing,Variant B (New Copy),117029,7829,6.69,1037,13.25,5458.98,125197.01,22.93
CMP-50524,Meta Ads,Variant B (New Copy),157996,10001,6.33,1147,11.47,2072.11,236534.34,114.15
CMP-50525,LinkedIn,Variant A (Control),91856,3067,3.34,318,10.39,6793.58,46666.5,6.87
CMP-50526,Meta Ads,Variant C (Video Ad),163900,3343,2.04,302,9.06,6827.37,18923.32,2.77
CMP-50527,LinkedIn,Variant C (Video Ad),166083,4069,2.45,283,6.97,1941.65,29516.9,15.2
CMP-50528,Meta Ads,Variant C (Video Ad),22502,924,4.11,40,4.36,6156.19,2362.0,0.38
CMP-50529,Email Marketing,Variant C (Video Ad),182832,7459,4.08,499,6.7,2332.24,94585.45,40.56
CMP-50530,Email Marketing,Variant C (Video Ad),124512,7308,5.87,849,11.63,1835.44,38688.93,21.08
CMP-50531,Google Ads,Variant C (Video Ad),32717,2178,6.66,135,6.24,2250.08,25852.5,11.49
CMP-50532,SEO Organic,Variant A (Control),113255,6138,5.42,443,7.23,7625.94,26300.91,3.45
CMP-50533,Email Marketing,Variant C (Video Ad),24909,1295,5.2,72,5.6,5844.63,10247.04,1.75
CMP-50534,Email Marketing,Variant B (New Copy),224532,2963,1.32,366,12.36,894.79,20605.8,23.03
CMP-50535,SEO Organic,Variant C (Video Ad),88441,4616,5.22,430,9.33,4413.39,43309.6,9.81
CMP-50536,Google Ads,Variant A (Control),249898,9721,3.89,366,3.77,915.21,24862.38,27.17
CMP-50537,Email Marketing,Variant B (New Copy),17457,499,2.86,17,3.57,1592.25,1260.21,0.79
CMP-50538,LinkedIn,Variant C (Video Ad),158297,7598,4.8,876,11.54,5303.07,44010.24,8.3
CMP-50539,Google Ads,Variant A (Control),204848,5162,2.52,348,6.76,2425.88,70998.96,29.27
CMP-50540,SEO Organic,Variant C (Video Ad),40560,571,1.41,30,5.27,6985.9,6226.5,0.89
CMP-50541,LinkedIn,Variant B (New Copy),19568,1148,5.87,46,4.08,6939.72,3283.02,0.47
CMP-50542,LinkedIn,Variant B (New Copy),184986,9008,4.87,905,10.05,6436.12,142039.75,22.07
CMP-50543,Meta Ads,Variant B (New Copy),213074,12954,6.08,494,3.82,2879.09,66492.4,23.09
CMP-50544,Google Ads,Variant C (Video Ad),123984,4525,3.65,490,10.83,2367.87,80017.0,33.79
CMP-50545,Meta Ads,Variant C (Video Ad),161557,5185,3.21,478,9.22,4910.54,102865.6,20.95
CMP-50546,LinkedIn,Variant B (New Copy),185833,2713,1.46,364,13.45,2385.62,63874.72,26.77
CMP-50547,SEO Organic,Variant A (Control),68252,4074,5.97,324,7.97,4156.55,60413.04,14.53
CMP-50548,SEO Organic,Variant B (New Copy),114439,7449,6.51,834,11.2,4440.46,154298.34,34.75
CMP-50549,LinkedIn,Variant C (Video Ad),191918,12321,6.42,344,2.8,1653.07,24427.44,14.78
CMP-50550,LinkedIn,Variant C (Video Ad),109504,1533,1.4,127,8.32,5252.47,22543.77,4.29
CMP-50551,Google Ads,Variant C (Video Ad),112727,2277,2.02,79,3.5,2872.41,8965.71,3.12
CMP-50552,Meta Ads,Variant B (New Copy),33373,607,1.82,82,13.61,7895.28,15103.58,1.91
CMP-50553,SEO Organic,Variant B (New Copy),25146,1297,5.16,112,8.66,7194.3,13516.16,1.88
CMP-50554,SEO Organic,Variant C (Video Ad),83449,3329,3.99,197,5.92,2628.11,25858.22,9.84
CMP-50555,Google Ads,Variant C (Video Ad),220007,3300,1.5,215,6.52,3471.31,19717.65,5.68
CMP-50556,SEO Organic,Variant C (Video Ad),83280,3397,4.08,418,12.33,6395.61,82463.04,12.89
CMP-50557,LinkedIn,Variant B (New Copy),199388,2891,1.45,237,8.2,3554.92,24707.25,6.95
CMP-50558,Email Marketing,Variant B (New Copy),215806,7898,3.66,822,10.42,2077.28,56718.0,27.3
CMP-50559,SEO Organic,Variant B (New Copy),210859,6494,3.08,346,5.33,1910.95,29313.12,15.34
CMP-50560,Email Marketing,Variant A (Control),239245,11077,4.63,876,7.91,1269.34,151565.52,119.4
CMP-50561,Meta Ads,Variant C (Video Ad),190324,10163,5.34,1254,12.34,5169.33,214734.96,41.54
CMP-50562,LinkedIn,Variant A (Control),237388,15762,6.64,1881,11.94,1757.38,214001.37,121.77
CMP-50563,Meta Ads,Variant B (New Copy),203069,8407,4.14,954,11.35,3781.28,120948.12,31.99
CMP-50564,SEO Organic,Variant B (New Copy),94395,3974,4.21,383,9.65,3812.01,81314.73,21.33
CMP-50565,Google Ads,Variant C (Video Ad),48427,687,1.42,74,10.79,2901.42,7559.1,2.61
CMP-50566,LinkedIn,Variant B (New Copy),112192,2737,2.44,206,7.56,6100.83,23356.28,3.83
CMP-50567,SEO Organic,Variant C (Video Ad),208009,3806,1.83,442,11.62,1400.79,70914.48,50.62
CMP-50568,Meta Ads,Variant A (Control),65260,3928,6.02,452,11.51,7754.13,34822.08,4.49
CMP-50569,Google Ads,Variant A (Control),138997,6296,4.53,768,12.2,4694.64,144107.52,30.7
CMP-50570,Google Ads,Variant B (New Copy),178473,7513,4.21,743,9.89,5816.68,61379.23,10.55
CMP-50571,Google Ads,Variant A (Control),55726,1393,2.5,76,5.52,3744.65,12751.28,3.41
CMP-50572,Meta Ads,Variant C (Video Ad),139583,6602,4.73,623,9.44,2972.13,28782.6,9.68
CMP-50573,Meta Ads,Variant C (Video Ad),44036,1981,4.5,181,9.14,1299.35,13046.48,10.04
CMP-50574,Google Ads,Variant A (Control),71439,1693,2.37,36,2.15,2500.71,7185.24,2.87
CMP-50575,LinkedIn,Variant C (Video Ad),11846,581,4.91,65,11.33,680.07,11161.8,16.41
CMP-50576,Email Marketing,Variant C (Video Ad),87778,4011,4.57,113,2.82,7758.34,24502.92,3.16
CMP-50577,SEO Organic,Variant A (Control),151179,2947,1.95,329,11.17,3468.44,39131.26,11.28
CMP-50578,LinkedIn,Variant C (Video Ad),72794,3101,4.26,110,3.55,3631.38,9267.5,2.55
CMP-50579,Meta Ads,Variant C (Video Ad),13640,688,5.05,65,9.5,1979.41,5765.5,2.91
CMP-50580,Meta Ads,Variant A (Control),123694,6679,5.4,657,9.85,6719.5,52415.46,7.8
CMP-50581,Email Marketing,Variant A (Control),88427,4624,5.23,122,2.66,4141.89,14330.12,3.46
CMP-50582,SEO Organic,Variant B (New Copy),242054,7842,3.24,1124,14.34,971.69,182290.32,187.6
CMP-50583,LinkedIn,Variant C (Video Ad),38229,1540,4.03,135,8.77,389.99,22599.0,57.95
CMP-50584,SEO Organic,Variant C (Video Ad),85617,4195,4.9,150,3.59,7615.49,27570.0,3.62
CMP-50585,Meta Ads,Variant A (Control),71854,1120,1.56,95,8.51,6023.15,13908.0,2.31
CMP-50586,LinkedIn,Variant C (Video Ad),187354,7737,4.13,626,8.1,5260.72,44295.76,8.42
CMP-50587,Google Ads,Variant A (Control),188228,8150,4.33,841,10.33,5600.89,173035.75,30.89
CMP-50588,Email Marketing,Variant A (Control),70207,1425,2.03,147,10.37,5335.03,29301.51,5.49
CMP-50589,Email Marketing,Variant B (New Copy),204083,7469,3.66,419,5.61,566.56,64672.65,114.15
CMP-50590,LinkedIn,Variant B (New Copy),42407,521,1.23,77,14.92,1866.57,13728.33,7.35
CMP-50591,LinkedIn,Variant B (New Copy),49707,1540,3.1,136,8.88,1367.69,20355.12,14.88
CMP-50592,LinkedIn,Variant A (Control),221649,8821,3.98,483,5.48,2324.52,85022.49,36.58
CMP-50593,Google Ads,Variant A (Control),66398,2967,4.47,217,7.32,5229.35,12863.76,2.46
CMP-50594,SEO Organic,Variant A (Control),108090,3956,3.66,107,2.72,6969.04,5014.02,0.72
CMP-50595,Meta Ads,Variant C (Video Ad),165388,6102,3.69,492,8.07,6538.04,102099.84,15.62
CMP-50596,Meta Ads,Variant B (New Copy),246001,4206,1.71,474,11.29,6961.08,102876.96,14.78
CMP-50597,LinkedIn,Variant A (Control),101277,1478,1.46,123,8.37,3303.33,7825.26,2.37
CMP-50598,Email Marketing,Variant A (Control),121095,7144,5.9,362,5.08,7196.56,76211.86,10.59
CMP-50599,Email Marketing,Variant B (New Copy),216455,7835,3.62,887,11.33,4457.99,104337.81,23.4
CMP-50600,Email Marketing,Variant B (New Copy),176132,7379,4.19,864,11.71,4635.17,101934.72,21.99
CMP-50601,Google Ads,Variant B (New Copy),54601,3003,5.5,269,8.96,6406.82,37810.64,5.9
CMP-50602,Google Ads,Variant A (Control),34507,1746,5.06,198,11.35,787.9,33941.16,43.08
CMP-50603,SEO Organic,Variant C (Video Ad),49333,1544,3.13,126,8.22,1678.25,6713.28,4.0
CMP-50604,LinkedIn,Variant A (Control),40357,1565,3.88,122,7.85,6806.25,12429.36,1.83
CMP-50605,Google Ads,Variant B (New Copy),242644,4974,2.05,642,12.92,4188.62,31830.36,7.6
CMP-50606,Google Ads,Variant B (New Copy),169615,10668,6.29,1585,14.86,6646.38,147405.0,22.18
CMP-50607,SEO Organic,Variant A (Control),107882,6386,5.92,466,7.31,5252.75,68828.2,13.1
CMP-50608,LinkedIn,Variant C (Video Ad),32837,1267,3.86,147,11.62,7340.63,9850.47,1.34
CMP-50609,Google Ads,Variant B (New Copy),135663,3228,2.38,90,2.79,4332.63,10980.0,2.53
CMP-50610,SEO Organic,Variant B (New Copy),96891,6201,6.4,469,7.57,1540.19,92655.64,60.16
CMP-50611,SEO Organic,Variant B (New Copy),87479,1618,1.85,89,5.53,1778.53,12602.4,7.09
CMP-50612,Google Ads,Variant A (Control),189130,12047,6.37,316,2.63,3998.45,40577.56,10.15
CMP-50613,Google Ads,Variant A (Control),72575,4223,5.82,225,5.34,1373.35,23143.5,16.85
CMP-50614,Google Ads,Variant B (New Copy),55593,2123,3.82,239,11.28,6010.56,45572.52,7.58
CMP-50615,LinkedIn,Variant B (New Copy),245241,3678,1.5,337,9.17,6909.57,63305.45,9.16
CMP-50616,Meta Ads,Variant A (Control),143040,9683,6.77,1061,10.96,2331.78,118396.99,50.78
CMP-50617,LinkedIn,Variant A (Control),99572,5874,5.9,253,4.31,5792.3,37282.08,6.44
CMP-50618,Google Ads,Variant C (Video Ad),207228,10009,4.83,728,7.28,1464.48,71919.12,49.11
CMP-50619,LinkedIn,Variant C (Video Ad),92672,3456,3.73,173,5.01,3539.52,16718.72,4.72
CMP-50620,Meta Ads,Variant A (Control),70444,1070,1.52,113,10.57,1970.82,22484.74,11.41
CMP-50621,LinkedIn,Variant C (Video Ad),213800,3549,1.66,114,3.24,5402.34,24791.58,4.59
CMP-50622,Meta Ads,Variant B (New Copy),10841,649,5.99,52,8.14,4937.86,5622.24,1.14
CMP-50623,SEO Organic,Variant C (Video Ad),18756,995,5.31,82,8.26,4896.78,12475.48,2.55
CMP-50624,SEO Organic,Variant C (Video Ad),233477,12817,5.49,1297,10.12,3712.83,102813.19,27.69
CMP-50625,Meta Ads,Variant A (Control),56181,3236,5.76,348,10.76,7012.42,58119.48,8.29
CMP-50626,Email Marketing,Variant C (Video Ad),235413,14101,5.99,779,5.53,6273.17,81545.72,13.0
CMP-50627,Google Ads,Variant A (Control),243685,4800,1.97,417,8.7,438.9,32630.25,74.35
CMP-50628,LinkedIn,Variant B (New Copy),224121,11161,4.98,1123,10.07,5659.14,138948.79,24.55
CMP-50629,LinkedIn,Variant A (Control),65666,3946,6.01,474,12.03,6021.34,54197.16,9.0
CMP-50630,Google Ads,Variant C (Video Ad),59511,2993,5.03,335,11.22,4875.14,30026.05,6.16
CMP-50631,Google Ads,Variant C (Video Ad),53841,780,1.45,75,9.67,612.86,9326.25,15.22
CMP-50632,SEO Organic,Variant A (Control),81970,1065,1.3,71,6.72,3725.14,4132.91,1.11
CMP-50633,Email Marketing,Variant C (Video Ad),25704,452,1.76,10,2.33,5883.84,1732.0,0.29
CMP-50634,Google Ads,Variant B (New Copy),221063,5637,2.55,756,13.42,5891.99,90961.92,15.44
CMP-50635,Meta Ads,Variant A (Control),106490,3418,3.21,301,8.83,2156.2,46028.92,21.35
CMP-50636,Email Marketing,Variant B (New Copy),62964,1114,1.77,171,15.39,1310.8,37151.46,28.34
CMP-50637,SEO Organic,Variant B (New Copy),36227,2050,5.66,302,14.78,1520.93,66394.7,43.65
CMP-50638,Google Ads,Variant A (Control),45317,1336,2.95,54,4.07,6761.52,5587.38,0.83
CMP-50639,SEO Organic,Variant A (Control),149733,3713,2.48,89,2.4,647.37,6269.16,9.68
CMP-50640,Email Marketing,Variant C (Video Ad),80088,1017,1.27,92,9.05,4852.99,10129.2,2.09
CMP-50641,Email Marketing,Variant C (Video Ad),145476,7637,5.25,849,11.13,7347.65,89671.38,12.2
CMP-50642,SEO Organic,Variant C (Video Ad),19971,1030,5.16,37,3.68,3640.4,2838.64,0.78
CMP-50643,LinkedIn,Variant C (Video Ad),46565,2831,6.08,267,9.45,2586.53,30128.28,11.65
CMP-50644,Meta Ads,Variant C (Video Ad),82990,5062,6.1,362,7.16,5304.74,75201.88,14.18
CMP-50645,Email Marketing,Variant C (Video Ad),172937,6104,3.53,626,10.26,6562.03,121418.96,18.5
CMP-50646,SEO Organic,Variant C (Video Ad),235056,13609,5.79,280,2.06,3138.99,16545.2,5.27
CMP-50647,LinkedIn,Variant C (Video Ad),180388,6872,3.81,707,10.3,6559.37,139144.67,21.21
CMP-50648,Meta Ads,Variant C (Video Ad),203920,5077,2.49,255,5.04,2226.14,23633.4,10.62
CMP-50649,Google Ads,Variant B (New Copy),247027,10819,4.38,1574,14.55,6689.04,261063.64,39.03
CMP-50650,SEO Organic,Variant B (New Copy),86735,2454,2.83,138,5.64,4092.08,29195.28,7.13
CMP-50651,Google Ads,Variant B (New Copy),175325,11185,6.38,488,4.37,462.42,105681.28,228.54
CMP-50652,Google Ads,Variant C (Video Ad),37857,2131,5.63,220,10.36,2010.03,13395.8,6.66
CMP-50653,Google Ads,Variant C (Video Ad),88555,1124,1.27,63,5.62,7802.4,7996.59,1.02
CMP-50654,Email Marketing,Variant A (Control),28836,1721,5.97,198,11.52,2243.1,19501.02,8.69
CMP-50655,LinkedIn,Variant A (Control),25558,784,3.07,40,5.16,2307.88,7069.2,3.06
CMP-50656,Email Marketing,Variant B (New Copy),243959,7782,3.19,1004,12.91,1438.23,85450.44,59.41
CMP-50657,Meta Ads,Variant C (Video Ad),176516,7396,4.19,223,3.02,3334.93,19126.71,5.74
CMP-50658,Email Marketing,Variant C (Video Ad),32346,1439,4.45,78,5.43,4268.59,15202.2,3.56
CMP-50659,Google Ads,Variant B (New Copy),69175,3894,5.63,515,13.24,7303.25,34175.4,4.68
CMP-50660,Email Marketing,Variant A (Control),101407,3163,3.12,110,3.5,2652.05,20633.8,7.78
CMP-50661,Email Marketing,Variant A (Control),209469,13217,6.31,1255,9.5,6272.91,175725.1,28.01
CMP-50662,Meta Ads,Variant A (Control),64861,4254,6.56,159,3.75,4344.6,28422.84,6.54
CMP-50663,Meta Ads,Variant B (New Copy),25872,763,2.95,45,5.93,7050.03,3132.45,0.44
CMP-50664,LinkedIn,Variant A (Control),51937,1729,3.33,96,5.6,2792.67,7353.6,2.63
CMP-50665,LinkedIn,Variant C (Video Ad),23189,493,2.13,47,9.57,2208.47,2354.7,1.07
CMP-50666,Google Ads,Variant C (Video Ad),102868,4968,4.83,475,9.57,5919.22,89352.25,15.1
CMP-50667,Google Ads,Variant B (New Copy),71773,3509,4.89,328,9.35,1653.87,27699.6,16.75
CMP-50668,LinkedIn,Variant C (Video Ad),22093,989,4.48,46,4.72,2456.58,10058.82,4.09
CMP-50669,SEO Organic,Variant C (Video Ad),213696,13356,6.25,1485,11.12,5859.31,281689.65,48.08
CMP-50670,Meta Ads,Variant B (New Copy),209134,2948,1.41,131,4.47,852.03,12429.28,14.59
CMP-50671,Email Marketing,Variant A (Control),70912,1708,2.41,80,4.74,1756.34,13733.6,7.82
CMP-50672,Email Marketing,Variant A (Control),54243,3270,6.03,175,5.38,2972.84,33045.25,11.12
CMP-50673,Email Marketing,Variant A (Control),86229,4078,4.73,132,3.26,2341.6,25684.56,10.97
CMP-50674,LinkedIn,Variant B (New Copy),129121,6352,4.92,987,15.55,735.19,122160.99,166.16
CMP-50675,LinkedIn,Variant C (Video Ad),45393,912,2.01,81,8.95,7456.13,16159.5,2.17
CMP-50676,SEO Organic,Variant B (New Copy),118548,3817,3.22,362,9.49,3115.67,22947.18,7.37
CMP-50677,LinkedIn,Variant A (Control),165563,1986,1.2,197,9.95,7386.65,35326.04,4.78
CMP-50678,Email Marketing,Variant B (New Copy),93127,4544,4.88,277,6.11,3468.47,53987.3,15.57
CMP-50679,SEO Organic,Variant C (Video Ad),207555,9506,4.58,1184,12.46,437.05,142257.6,325.5
CMP-50680,Meta Ads,Variant A (Control),134531,7883,5.86,818,10.38,3499.17,158037.6,45.16
CMP-50681,Meta Ads,Variant B (New Copy),208108,13547,6.51,1219,9.0,1691.87,117145.9,69.24
CMP-50682,Meta Ads,Variant A (Control),140822,2168,1.54,239,11.07,4979.74,24499.89,4.92
CMP-50683,Meta Ads,Variant A (Control),77455,1673,2.16,165,9.89,4452.62,33103.95,7.43
CMP-50684,Meta Ads,Variant A (Control),72843,1143,1.57,44,3.86,3064.1,4442.24,1.45
CMP-50685,Email Marketing,Variant B (New Copy),135058,3619,2.68,228,6.32,1840.67,25960.08,14.1
CMP-50686,Meta Ads,Variant B (New Copy),47677,839,1.76,22,2.71,2203.11,1167.76,0.53
CMP-50687,SEO Organic,Variant C (Video Ad),129562,7397,5.71,754,10.2,5056.05,134837.82,26.67
CMP-50688,SEO Organic,Variant A (Control),79867,5023,6.29,423,8.44,7043.28,47989.35,6.81
CMP-50689,Email Marketing,Variant C (Video Ad),61478,1991,3.24,169,8.52,6526.68,17540.51,2.69
CMP-50690,Email Marketing,Variant A (Control),219796,3934,1.79,212,5.41,1451.57,39321.76,27.09
CMP-50691,Meta Ads,Variant B (New Copy),129160,7659,5.93,1151,15.03,4447.1,218459.8,49.12
CMP-50692,Meta Ads,Variant B (New Copy),202574,7839,3.87,288,3.68,3619.71,42356.16,11.7
CMP-50693,Email Marketing,Variant B (New Copy),125152,3041,2.43,391,12.89,1226.63,67983.17,55.42
CMP-50694,Email Marketing,Variant C (Video Ad),211734,13381,6.32,1655,12.37,4840.78,309451.9,63.93
CMP-50695,LinkedIn,Variant B (New Copy),137543,5336,3.88,258,4.84,6213.9,27035.82,4.35
CMP-50696,Meta Ads,Variant B (New Copy),201718,11296,5.6,1155,10.23,7594.2,172891.95,22.77
CMP-50697,Email Marketing,Variant A (Control),130636,4480,3.43,462,10.32,2403.85,67327.26,28.01
CMP-50698,Google Ads,Variant B (New Copy),67877,963,1.42,148,15.46,4839.21,31213.2,6.45
CMP-50699,Meta Ads,Variant A (Control),195772,4718,2.41,476,10.1,5900.78,69881.56,11.84
CMP-50700,Google Ads,Variant B (New Copy),141102,5573,3.95,288,5.18,5130.11,56494.08,11.01
CMP-50701,Meta Ads,Variant C (Video Ad),58524,948,1.62,69,7.29,3794.5,13945.59,3.68
CMP-50702,Google Ads,Variant C (Video Ad),110672,2213,2.0,193,8.75,6927.84,26448.72,3.82
CMP-50703,Email Marketing,Variant A (Control),96077,5130,5.34,165,3.23,668.6,31820.25,47.59
CMP-50704,SEO Organic,Variant B (New Copy),65626,1883,2.87,240,12.75,3471.79,25214.4,7.26
CMP-50705,Google Ads,Variant A (Control),172586,4918,2.85,416,8.47,2310.03,73873.28,31.98
CMP-50706,SEO Organic,Variant A (Control),163462,4102,2.51,360,8.8,6272.51,75016.8,11.96
CMP-50707,Google Ads,Variant B (New Copy),234152,8195,3.5,370,4.52,5929.19,79457.5,13.4
CMP-50708,Google Ads,Variant C (Video Ad),126626,5584,4.41,627,11.23,4685.21,87428.88,18.66
CMP-50709,Email Marketing,Variant A (Control),179712,10279,5.72,666,6.48,6032.52,82757.16,13.72
CMP-50710,Email Marketing,Variant A (Control),173449,5723,3.3,252,4.42,3165.55,32291.28,10.2
CMP-50711,Email Marketing,Variant A (Control),14841,835,5.63,56,6.75,3131.95,5037.2,1.61
CMP-50712,SEO Organic,Variant B (New Copy),39947,2065,5.17,309,15.01,2082.05,40970.31,19.68
CMP-50713,Google Ads,Variant A (Control),27388,1032,3.77,119,11.62,6412.53,18800.81,2.93
CMP-50714,Google Ads,Variant C (Video Ad),132982,6037,4.54,745,12.35,4021.93,117143.8,29.13
CMP-50715,SEO Organic,Variant C (Video Ad),141735,7469,5.27,570,7.64,3395.33,117095.1,34.49
CMP-50716,Meta Ads,Variant B (New Copy),118592,6107,5.15,484,7.94,2309.48,96954.88,41.98
CMP-50717,SEO Organic,Variant C (Video Ad),10960,211,1.93,24,11.69,501.21,1797.6,3.59
CMP-50718,Meta Ads,Variant C (Video Ad),88878,2533,2.85,153,6.07,942.15,25535.7,27.1
CMP-50719,LinkedIn,Variant A (Control),133987,6846,5.11,395,5.77,3633.32,46064.9,12.68
CMP-50720,Meta Ads,Variant B (New Copy),103025,6851,6.65,903,13.19,2600.04,75147.66,28.9
CMP-50721,SEO Organic,Variant A (Control),61675,3342,5.42,128,3.84,7889.15,20847.36,2.64
CMP-50722,SEO Organic,Variant B (New Copy),16630,779,4.69,92,11.84,1741.77,10505.48,6.03
CMP-50723,SEO Organic,Variant A (Control),129323,4487,3.47,209,4.68,4595.18,25782.24,5.61
CMP-50724,LinkedIn,Variant A (Control),126454,2996,2.37,159,5.31,4556.99,14441.97,3.17
CMP-50725,Google Ads,Variant C (Video Ad),188813,9459,5.01,1062,11.23,498.91,198795.78,398.46
CMP-50726,LinkedIn,Variant B (New Copy),132807,2735,2.06,338,12.38,1327.26,31055.44,23.4
CMP-50727,Email Marketing,Variant C (Video Ad),95821,5480,5.72,447,8.17,3478.95,76191.15,21.9
CMP-50728,LinkedIn,Variant B (New Copy),39038,1565,4.01,211,13.54,898.74,25351.65,28.21
CMP-50729,SEO Organic,Variant A (Control),138481,3462,2.5,329,9.51,5891.33,17453.45,2.96
CMP-50730,Google Ads,Variant B (New Copy),159179,6112,3.84,474,7.77,7549.1,25183.62,3.34
CMP-50731,Meta Ads,Variant A (Control),13598,182,1.34,21,11.66,5604.77,2525.67,0.45
CMP-50732,Meta Ads,Variant A (Control),144119,3069,2.13,141,4.61,2760.72,9824.88,3.56
CMP-50733,SEO Organic,Variant B (New Copy),36589,779,2.13,46,5.91,2888.63,7737.66,2.68
CMP-50734,Meta Ads,Variant C (Video Ad),174025,3149,1.81,307,9.78,7186.05,22914.48,3.19
CMP-50735,LinkedIn,Variant C (Video Ad),225061,3038,1.35,141,4.65,913.85,11013.51,12.05
CMP-50736,Email Marketing,Variant B (New Copy),78415,2470,3.15,168,6.82,2711.22,20632.08,7.61
CMP-50737,Email Marketing,Variant B (New Copy),118978,6198,5.21,611,9.86,3547.97,118179.62,33.31
CMP-50738,LinkedIn,Variant A (Control),227194,10360,4.56,1159,11.19,3438.6,155850.73,45.32
CMP-50739,SEO Organic,Variant B (New Copy),107186,5348,4.99,478,8.94,757.27,82517.14,108.97
CMP-50740,Meta Ads,Variant C (Video Ad),245750,4325,1.76,400,9.27,6884.85,46372.0,6.74
CMP-50741,LinkedIn,Variant A (Control),222788,4879,2.19,353,7.25,3119.71,48537.5,15.56
CMP-50742,SEO Organic,Variant B (New Copy),128698,1827,1.42,203,11.15,6562.44,9892.19,1.51
CMP-50743,SEO Organic,Variant C (Video Ad),201135,10760,5.35,343,3.19,4659.32,28822.29,6.19
CMP-50744,Email Marketing,Variant A (Control),25695,678,2.64,54,8.07,4111.08,8637.3,2.1
CMP-50745,Meta Ads,Variant C (Video Ad),120680,3161,2.62,242,7.67,5030.8,48012.8,9.54
CMP-50746,Email Marketing,Variant C (Video Ad),149598,9334,6.24,644,6.9,2718.69,133565.6,49.13
CMP-50747,Meta Ads,Variant C (Video Ad),36345,726,2.0,75,10.42,6429.28,9726.75,1.51
CMP-50748,Google Ads,Variant B (New Copy),60095,3960,6.59,380,9.61,4146.7,22142.6,5.34
CMP-50749,SEO Organic,Variant C (Video Ad),228140,10699,4.69,452,4.23,6157.04,96339.28,15.65
CMP-50750,SEO Organic,Variant B (New Copy),178135,11632,6.53,642,5.52,6028.4,80859.9,13.41
CMP-50751,Email Marketing,Variant A (Control),70823,4589,6.48,93,2.03,535.06,18909.69,35.34
CMP-50752,LinkedIn,Variant C (Video Ad),223072,5086,2.28,450,8.86,7236.93,74866.5,10.35
CMP-50753,SEO Organic,Variant B (New Copy),176637,5087,2.88,651,12.8,6632.85,116522.49,17.57
CMP-50754,Meta Ads,Variant A (Control),13679,190,1.39,23,12.18,7005.62,3255.19,0.46
CMP-50755,Email Marketing,Variant B (New Copy),153233,5056,3.3,588,11.64,5644.9,123056.64,21.8
CMP-50756,LinkedIn,Variant C (Video Ad),137360,5672,4.13,479,8.46,2597.43,35570.54,13.69
CMP-50757,Google Ads,Variant A (Control),245713,6855,2.79,601,8.77,3355.2,60160.1,17.93
CMP-50758,Email Marketing,Variant A (Control),54294,2785,5.13,80,2.89,5136.14,5126.4,1.0
CMP-50759,Email Marketing,Variant A (Control),129641,8297,6.4,919,11.08,1666.95,77719.83,46.62
CMP-50760,Google Ads,Variant C (Video Ad),162357,6120,3.77,736,12.03,2245.7,94134.4,41.92
CMP-50761,Email Marketing,Variant A (Control),131228,3582,2.73,157,4.4,5202.23,12677.75,2.44
CMP-50762,Google Ads,Variant A (Control),211577,6474,3.06,390,6.03,7889.59,25997.4,3.3
CMP-50763,Email Marketing,Variant A (Control),138286,3291,2.38,85,2.59,4650.2,17289.85,3.72
CMP-50764,LinkedIn,Variant B (New Copy),40653,1004,2.47,127,12.65,3255.92,21681.44,6.66
CMP-50765,Google Ads,Variant C (Video Ad),36949,2106,5.7,226,10.75,7447.95,46194.4,6.2
CMP-50766,SEO Organic,Variant C (Video Ad),207571,9216,4.44,311,3.38,4183.77,16433.24,3.93
CMP-50767,Meta Ads,Variant A (Control),29800,1633,5.48,68,4.17,3877.79,6071.04,1.57
CMP-50768,LinkedIn,Variant C (Video Ad),20884,503,2.41,62,12.48,3454.38,2964.22,0.86
CMP-50769,Meta Ads,Variant C (Video Ad),88309,2022,2.29,127,6.31,4179.62,9886.95,2.37
CMP-50770,LinkedIn,Variant B (New Copy),42372,834,1.97,61,7.35,1199.63,7459.08,6.22
CMP-50771,Meta Ads,Variant C (Video Ad),201761,6214,3.08,478,7.7,4144.02,81795.36,19.74
CMP-50772,Google Ads,Variant B (New Copy),247020,15068,6.1,1652,10.97,1489.06,222673.08,149.54
CMP-50773,Meta Ads,Variant C (Video Ad),197907,5660,2.86,663,11.73,6576.89,120122.34,18.26
CMP-50774,LinkedIn,Variant C (Video Ad),112766,7521,6.67,739,9.83,1326.41,141924.95,107.0
CMP-50775,Email Marketing,Variant C (Video Ad),230071,14264,6.2,1677,11.76,6339.34,121817.28,19.22
CMP-50776,Google Ads,Variant A (Control),19335,986,5.1,81,8.27,2849.26,4766.04,1.67
CMP-50777,Google Ads,Variant B (New Copy),110228,6316,5.73,548,8.69,4562.46,57019.4,12.5
CMP-50778,Email Marketing,Variant A (Control),65299,1763,2.7,56,3.19,7584.85,3797.92,0.5
